Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
56.02,66.33,25.76,1.37,450.17,32,20.43333244
56.02,66.27,25.79,1.07,453.0,19,20.0
56.01,66.43,25.76,1.1,452.0,18,20.0
55.99,66.38,25.79,1.07,450.23,26,20.0
56.02,66.42,25.8,1.27,452.13,25,20.0
55.99,66.53,25.78,1.17,453.9,24,20.0
56.0,66.68,25.77,1.24,452.24,30,20.0
55.98,66.8,25.74,1.17,452.63,28,20.0
55.66,66.79,25.75,1.21,453.89,24,25.0714283
56.01,66.97,25.72,1.17,454.37,32,22.43333244
56.0,66.89,25.75,1.27,454.03,24,20.10000038
56.01,66.93,25.75,1.17,453.1,24,20.0
56.0,67.01,25.75,1.17,453.5,18,20.0
56.02,67.01,25.76,1.2,450.63,28,20.0
55.99,66.98,25.79,1.37,452.73,20,20.0
55.98,67.15,25.76,1.4,453.47,21,20.0
56.0,67.33,25.72,1.1,453.83,17,20.0
56.04,67.24,25.76,1.3,453.8,21,20.0
55.69,67.32,25.75,1.21,455.79,22,22.1071434
56.03,67.5,25.72,1.27,450.87,31,23.13333321
56.03,67.42,25.77,1.27,450.73,19,20.26666641
56.04,67.61,25.72,1.37,449.8,22,20.0
56.01,67.6,25.73,1.2,447.23,29,20.0
56.03,67.68,25.73,1.13,447.47,23,20.0
56.01,67.67,25.75,1.17,450.07,18,20.0
56.0,67.61,25.78,1.3,449.73,20,20.0
56.02,67.8,25.74,1.07,449.31,19,20.0
56.07,67.74,25.78,1.27,449.57,30,20.0
55.64,67.9,25.75,1.39,451.71,31,20.6785717
56.0,68.03,25.72,1.1,450.5,21,24.36666679
56.01,68.05,25.73,1.1,450.83,21,20.5
56.0,67.98,25.75,1.1,450.53,20,20.0
56.01,68.09,25.74,1.17,450.5,20,20.0
56.03,68.25,25.71,1.13,452.0,25,20.0
56.0,68.25,25.72,1.2,453.63,30,20.0
55.98,68.28,25.72,1.1,448.13,22,20.0
56.0,68.22,25.74,1.1,448.27,28,20.0
55.96,68.18,25.77,1.14,446.17,25,20.0
55.99,68.37,25.73,1.14,444.86,17,20.0
55.72,68.42,25.73,1.1,444.28,22,32.13793182
55.98,68.27,25.77,1.03,444.53,27,29.60000038
55.99,68.24,25.78,1.17,444.57,22,23.93333244
56.02,68.35,25.76,1.07,440.8,30,20.56666756
56.05,68.65,25.68,1.03,441.6,30,20.0
56.03,68.52,25.73,1.03,440.9,16,20.0
55.99,68.54,25.73,1.13,441.23,24,20.0
56.01,67.52,25.54,1.13,442.6,18,20.0
55.94,62.01,25.06,1.14,437.24,24,20.0
55.91,57.71,24.84,1.2,434.2,21,20.0
55.56,55.93,24.51,1.36,433.32,25,26.2857151
55.71,56.82,24.76,1.17,431.17,27,31.23333359
55.76,57.5,25.07,1.1,430.9,26,29.33333397
55.87,58.05,25.31,1.17,429.83,20,25.73333359
55.73,59.01,25.35,1.23,431.23,25,21.13333321
55.72,59.72,25.29,1.43,431.93,15,20.23333359
55.74,60.29,25.32,1.37,430.57,20,20.0
55.88,60.76,25.34,1.53,432.2,25,20.0
55.89,61.2,25.34,1.47,438.13,17,20.0
55.92,61.51,25.36,1.24,435.59,27,20.0
55.68,61.81,25.41,1.21,432.43,26,22.0
56.06,61.32,25.22,1.47,431.23,21,27.33333397
55.91,57.45,24.73,1.5,430.77,21,20.06666756
55.85,54.39,24.55,1.67,430.37,25,20.0
55.85,53.19,24.22,1.37,429.93,24,20.0
55.87,52.24,23.57,1.17,440.33,26,20.0
55.82,51.31,23.43,1.13,439.77,19,20.0
55.99,50.6,23.28,1.2,437.37,26,20.0
55.97,50.41,23.19,1.17,442.53,22,20.0
55.91,50.52,23.09,1.07,442.1,23,20.0
56.2,50.26,22.98,1.13,441.4,24,20.0
58.27,49.96,22.89,1.11,438.57,27,20.6428566
56.78,49.73,22.85,1.03,444.37,18,20.20000076
56.28,49.57,22.74,1.03,448.93,27,20.0
56.21,49.31,22.72,1.03,449.97,29,20.0
56.22,49.19,22.65,0.97,450.83,22,20.0
56.26,49.1,22.58,0.93,448.0,24,20.0
56.23,49.06,22.5,1.0,448.2,21,20.0
56.21,49.04,22.43,1.1,445.37,24,20.0
56.27,49.03,22.39,1.07,447.97,29,20.0
56.33,48.99,22.35,1.0,447.0,28,20.0
57.32,48.99,22.29,1.04,449.64,22,21.0357151
58.18,48.95,22.26,1.03,446.53,29,23.5
56.26,48.91,22.24,1.0,441.34,28,20.17241287
56.25,48.96,22.18,1.03,442.0,28,20.0
56.25,48.97,22.14,0.97,441.93,27,20.0
56.2,48.94,22.1,1.03,443.97,16,20.0
56.23,48.97,22.04,1.03,443.87,25,20.0
56.24,48.88,22.04,1.0,442.37,24,20.0
56.25,48.87,22.02,1.03,441.73,21,20.0
56.21,48.91,22.0,0.97,442.27,16,20.0
56.36,49.05,21.93,1.07,442.68,22,20.0
58.32,48.99,21.92,1.03,446.13,29,23.79999924
56.31,49.06,21.89,1.0,447.0,22,20.37931061
56.23,49.11,21.86,0.93,443.73,24,20.0
56.22,49.17,21.83,0.9,443.9,26,20.0
56.16,49.33,21.77,1.0,441.87,21,20.0
56.21,49.38,21.75,0.87,440.4,28,20.0
56.22,49.65,21.67,0.9,439.13,17,20.0
56.25,49.58,21.71,1.0,437.33,16,20.0
56.29,49.63,21.67,0.9,439.4,17,20.0
56.23,49.62,21.66,0.87,440.3,21,20.0
58.4,49.61,21.64,0.82,437.25,20,27.75
56.6,49.64,21.63,0.8,436.77,30,26.33333397
56.32,49.78,21.57,0.66,433.17,21,20.62068939
56.29,49.86,21.59,0.77,433.63,29,20.0
56.2,49.96,21.57,0.8,434.27,26,20.0
56.12,49.98,21.56,0.83,437.83,17,20.0
56.25,50.0,21.54,0.67,438.73,25,20.0
56.28,49.96,21.54,0.67,436.87,17,20.0
56.28,49.98,21.51,0.73,436.13,25,20.0
56.26,49.97,21.49,0.43,434.13,25,20.0
58.15,50.08,21.42,0.68,433.32,23,21.2857151
57.19,50.05,21.42,0.6,431.67,30,24.93333244
56.35,50.12,21.4,0.41,426.41,27,21.10344887
56.26,50.16,21.38,0.7,428.13,23,20.0
56.28,50.07,21.41,0.57,429.83,22,20.0
56.3,50.13,21.38,0.73,427.7,23,20.0
56.28,50.11,21.39,0.53,428.5,25,20.0
56.32,50.2,21.36,0.77,429.83,26,20.0
56.31,50.24,21.34,0.73,431.0,15,20.0
56.27,50.33,21.3,0.7,424.97,27,20.0
56.77,50.43,21.28,0.75,423.75,22,20.4285717
57.84,50.42,21.28,0.73,421.57,20,32.40000153
56.32,50.46,21.27,0.9,419.1,17,28.06666756
56.17,50.54,21.24,0.83,421.17,15,23.96551704
56.12,50.58,21.23,0.9,421.53,18,20.70000076
56.15,50.59,21.24,0.83,420.97,28,20.0
56.08,50.72,21.19,0.97,418.27,30,20.0
56.11,50.83,21.17,0.97,419.6,27,20.0
56.09,50.7,21.22,1.0,423.47,19,20.0
56.09,50.85,21.19,1.0,418.87,29,20.0
56.07,50.96,21.17,1.0,417.83,24,20.0
58.33,50.98,21.2,1.07,401.14,18,26.3214283
56.3,51.1,21.18,1.0,413.53,18,23.79999924
56.07,51.26,21.15,1.0,417.38,15,20.17241287
56.1,51.29,21.15,1.0,420.9,28,20.0
56.07,51.27,21.16,1.0,422.5,24,20.0
56.09,51.32,21.16,1.0,423.7,24,20.0
56.07,51.35,21.15,1.0,425.37,17,20.0
56.05,51.51,21.09,1.0,422.37,18,20.0
56.05,51.55,21.09,1.0,423.67,28,20.0
56.07,51.51,21.14,1.0,425.3,25,20.0
57.76,51.71,21.08,1.0,427.29,27,22.2857151
56.75,51.81,21.07,1.0,426.13,18,23.03333282
56.07,51.91,21.05,1.0,427.72,30,20.3103447
56.06,52.07,21.0,1.0,427.03,18,20.0
56.09,51.92,21.08,1.0,424.53,27,20.0
56.02,51.97,21.07,1.0,423.0,16,20.0
56.05,52.12,21.06,1.1,424.6,20,20.0
56.06,52.13,21.07,1.17,422.1,24,20.0
56.06,52.27,21.02,1.03,421.67,27,20.0
56.06,52.38,21.01,1.0,419.6,16,20.0
57.05,52.34,21.04,1.04,417.11,26,21.1071434
57.52,52.33,21.06,1.0,419.83,24,28.43333244
56.18,52.45,21.05,1.0,420.5,29,24.13333321
56.13,52.57,21.02,1.0,420.52,21,20.96551704
56.13,52.71,20.97,1.0,419.3,15,20.0
56.12,52.51,21.03,1.0,421.26,27,20.0
56.15,52.51,21.03,1.0,418.9,15,20.0
56.1,52.48,21.04,1.0,421.8,22,20.0
56.16,52.6,21.0,1.0,423.37,17,20.0
56.12,52.58,21.0,1.0,422.37,17,20.0
56.17,52.8,20.94,0.96,419.89,24,20.0
58.46,52.87,20.94,0.97,421.23,24,25.43333244
56.37,52.84,20.96,1.0,424.43,23,23.26666641
56.16,52.88,20.96,1.0,422.79,21,20.41379356
56.14,52.98,20.95,1.0,424.4,16,20.0
56.13,52.92,20.98,1.0,420.57,28,20.0
56.17,52.99,20.97,1.0,422.2,22,20.0
56.11,53.02,20.95,1.0,422.73,27,20.0
56.15,52.99,20.98,1.0,422.77,27,20.0
56.09,53.03,20.96,1.0,424.6,27,20.0
56.17,53.17,20.91,1.0,427.33,30,20.0
58.03,53.24,20.87,1.0,426.29,27,24.8928566
56.3,53.21,20.89,0.97,426.23,25,25.5
55.9,53.09,20.91,1.0,424.87,16,21.03333282
55.86,53.09,20.91,1.0,423.24,18,20.10344887
55.85,53.19,20.85,0.97,421.67,21,20.0
55.81,53.27,20.82,0.93,423.77,26,20.0
55.75,53.17,20.87,0.97,425.8,30,20.0
55.74,53.1,20.87,0.9,427.13,28,20.0
55.75,53.03,20.87,0.97,425.9,19,20.0
55.76,53.02,20.81,1.0,424.97,18,20.0
57.01,52.81,20.85,1.04,428.21,25,22.1785717
56.77,52.86,20.79,0.97,426.37,18,27.23333359
55.87,52.8,20.77,1.0,424.8,27,22.13333321
55.72,52.66,20.82,1.03,425.07,19,20.13793182
55.77,52.59,20.79,1.1,424.77,21,20.0
55.78,52.59,20.78,1.0,425.93,26,20.0
55.75,52.65,20.74,1.0,427.17,25,20.0
55.76,52.66,20.7,1.0,423.53,30,20.0
55.71,52.5,20.72,1.0,421.37,17,20.0
55.64,52.36,20.7,1.0,421.23,20,20.0
55.69,52.27,20.67,0.96,422.93,23,20.0
57.74,52.29,20.62,1.03,426.37,22,23.16666603
55.77,52.11,20.65,1.0,426.83,23,20.76666641
55.68,52.11,20.61,1.0,423.69,15,20.0
55.67,52.07,20.59,1.0,423.57,19,20.0
55.69,51.99,20.6,1.0,423.03,27,20.0
55.69,51.99,20.57,1.0,421.73,19,20.0
55.69,51.93,20.59,1.0,422.3,26,20.0
55.66,51.95,20.56,1.07,423.7,26,20.0
55.66,51.85,20.58,1.0,422.3,28,20.0
55.66,51.9,20.56,1.07,420.47,28,20.0
57.47,51.86,20.55,1.11,419.18,30,22.5357151
55.91,52.0,20.48,1.13,419.17,21,21.56666756
55.66,51.94,20.49,1.13,419.27,28,20.0
55.68,52.06,20.44,1.0,418.17,16,20.0
55.72,51.92,20.51,1.2,420.03,24,20.0
55.73,51.34,20.94,1.1,418.37,26,20.0
55.69,51.62,21.41,1.07,418.2,27,20.0
55.79,52.24,21.48,1.23,421.47,15,20.0
55.93,52.7,21.6,1.23,420.47,16,20.0
55.93,53.06,21.77,1.43,418.8,28,20.0
55.83,53.44,21.9,1.11,417.64,18,23.5
55.94,53.92,21.95,1.47,419.7,24,29.10000038
55.97,54.46,22.07,1.63,415.8,24,25.26666641
55.97,54.84,22.14,1.62,417.72,18,21.82758713
55.96,55.18,22.23,1.53,417.47,27,20.13333321
55.97,55.51,22.34,1.6,414.27,23,20.0
55.96,55.82,22.46,1.63,415.97,30,20.0
55.99,56.15,22.53,1.87,417.77,24,20.0
55.95,56.49,22.59,1.87,416.5,29,20.0
55.92,56.78,22.69,1.9,418.7,25,20.0
55.64,56.94,22.8,1.93,417.36,16,21.0
55.88,57.34,22.82,1.9,417.2,20,32.43333435
55.92,57.6,22.85,1.97,419.27,28,27.89999962
55.87,57.95,22.91,1.9,421.33,27,23.20000076
55.88,58.13,23.0,1.97,422.14,30,20.34482765
55.94,58.53,22.98,2.03,424.77,20,20.0
55.96,58.66,23.1,2.0,427.17,29,20.0
55.98,58.93,23.14,2.1,426.33,24,20.0
55.94,59.21,23.14,2.1,425.83,24,20.0
55.96,59.29,23.25,2.03,425.0,20,20.0
55.96,59.59,23.23,2.03,421.93,27,20.0
55.69,59.82,23.29,2.18,420.71,16,29.9642849
55.94,60.04,23.32,2.03,421.23,30,28.70967674
56.0,60.49,23.26,2.03,424.73,19,23.16666603
55.99,60.52,23.36,2.04,426.59,28,20.22222137
56.06,60.88,23.32,1.93,426.03,25,20.0
56.01,61.19,23.34,2.07,424.1,20,20.0
55.95,61.37,23.37,1.97,424.77,15,20.0
55.98,61.26,23.48,2.0,427.83,17,20.0
55.92,61.67,23.45,2.1,430.03,22,20.0
55.95,61.99,23.43,2.07,428.9,30,20.0
55.75,62.17,23.46,2.0,427.89,21,23.6071434
55.99,62.39,23.47,1.97,424.87,23,25.63333321
55.98,62.61,23.47,2.0,425.9,18,21.16666603
55.98,62.82,23.48,1.97,426.52,26,20.03448296
55.97,63.0,23.5,2.0,426.67,27,20.0
56.02,63.17,23.52,2.17,426.77,18,20.0
56.07,63.17,23.59,2.1,423.4,17,20.0
56.06,63.45,23.57,2.03,427.7,23,20.0
56.05,63.55,23.6,1.97,429.33,18,20.0
56.08,63.78,23.6,2.03,425.03,22,20.0
56.12,63.79,23.66,2.0,426.21,26,21.5357151
56.11,64.16,23.68,1.97,428.7,23,28.83333397
56.15,64.41,23.65,2.0,433.17,29,22.66666603
56.03,64.61,23.67,2.03,433.57,25,20.29999924
56.0,64.73,23.66,2.0,434.93,22,20.0
56.04,64.85,23.67,2.07,435.77,30,20.0
56.02,64.97,23.71,2.1,436.13,27,20.0
55.98,65.02,23.74,1.97,432.17,21,20.0
56.0,65.14,23.75,2.1,434.7,22,20.0
56.02,65.23,23.77,2.0,436.07,21,20.0
55.99,65.34,23.78,1.93,435.93,28,20.0
55.79,65.49,23.8,2.07,434.5,25,25.83333397
56.04,65.47,23.83,1.93,429.87,30,22.29999924
56.01,65.62,23.83,1.97,429.17,30,20.13333321
55.99,65.56,23.88,2.07,433.1,31,20.03448296
56.06,65.84,23.85,1.8,433.17,29,20.0
56.0,65.83,23.89,2.03,436.93,28,20.0
56.0,66.03,23.88,1.9,437.53,20,20.0
56.0,66.14,23.89,2.03,438.5,16,20.0
56.0,66.2,23.91,1.97,437.07,29,20.0
56.0,66.21,23.94,2.0,437.5,22,20.0
55.73,66.39,23.93,2.04,435.07,18,27.3571434
56.04,66.46,23.95,2.0,431.67,25,28.5
56.03,66.51,23.96,2.07,433.57,26,23.39999962
56.06,66.6,23.98,1.93,434.63,23,20.5
56.08,66.58,24.01,2.1,432.0,21,20.0
56.08,66.82,23.97,1.93,435.53,19,20.0
56.08,66.71,24.03,2.03,433.5,25,20.0
56.01,66.91,24.03,1.9,432.1,21,20.0
56.03,66.95,24.03,1.93,431.23,19,20.0
56.01,67.03,24.05,1.97,432.9,28,20.0
55.76,67.14,24.05,1.93,432.96,26,20.8928566
55.98,67.15,24.07,1.9,432.37,18,23.73333359
56.02,67.12,24.11,2.06,432.61,25,20.48387146
56.08,67.16,24.13,1.9,434.67,26,20.0
56.03,67.36,24.1,2.0,436.66,26,20.0
56.05,67.38,24.13,2.03,437.17,23,20.0
56.09,67.5,24.12,1.97,433.83,27,20.0
56.08,67.62,24.1,1.87,431.6,19,20.0
56.09,67.67,24.12,1.87,429.57,24,20.0
56.08,67.66,24.15,1.93,434.27,28,20.0
55.85,67.67,24.17,1.96,435.96,18,20.0
56.13,67.83,24.15,1.83,436.77,17,25.63333321
56.15,67.75,24.21,1.93,437.87,24,22.03333282
56.17,67.84,24.2,1.9,436.5,21,20.0
56.13,67.81,24.23,1.9,432.24,29,20.0
56.18,67.9,24.23,2.0,430.63,25,20.0
56.16,67.94,24.24,2.0,433.97,27,20.0
56.19,68.25,24.19,1.93,435.37,25,20.0
56.15,68.12,24.25,1.73,434.9,33,20.0
56.18,68.11,24.27,1.87,432.7,24,20.0
56.16,68.34,24.23,1.83,434.6,33,20.0
55.89,68.28,24.27,1.89,436.32,31,22.6428566
56.2,68.48,24.23,1.83,436.13,30,20.86666679
56.16,68.58,24.24,1.97,435.43,25,20.0
56.18,68.64,24.25,1.83,430.57,36,20.0
56.18,68.68,24.26,1.97,434.21,30,20.0
56.2,68.68,24.28,1.83,436.17,30,20.0
56.19,68.71,24.3,2.0,434.23,23,20.0
56.17,68.85,24.27,1.83,433.77,36,20.0
56.13,68.87,24.29,1.63,436.8,26,20.0
56.19,68.95,24.31,2.0,435.57,21,20.0
55.9,68.95,24.32,2.0,435.96,26,22.5357151
56.19,69.06,24.31,1.97,433.93,23,24.20000076
56.19,69.07,24.33,1.83,435.13,27,20.29999924
56.15,69.23,24.31,1.9,436.57,22,20.0
56.18,69.1,24.37,1.86,438.41,32,20.0
56.17,69.23,24.35,1.87,435.53,28,20.0
56.21,69.38,24.33,1.77,436.5,30,20.0
56.17,69.27,24.38,1.9,434.7,32,20.0
56.18,69.2,24.42,1.8,435.13,22,20.0
56.16,69.26,24.42,1.83,434.23,32,20.0
55.91,69.4,24.39,2.04,433.5,19,20.5357151
56.15,69.55,24.38,1.87,435.1,24,27.53333282
56.18,69.63,24.37,1.8,434.3,24,22.26666641
56.17,69.65,24.39,1.9,436.47,18,20.13333321
56.2,69.79,24.37,1.9,433.77,33,20.0
56.19,69.88,24.36,1.83,435.48,32,20.0
56.19,69.89,24.38,1.77,435.67,31,20.0
56.13,69.99,24.37,1.87,434.83,33,20.0
56.18,70.16,24.34,1.93,431.1,22,20.0
56.18,69.94,24.42,1.97,434.53,30,20.0
56.16,70.09,24.41,1.7,435.53,30,20.0
55.91,70.2,24.39,1.89,437.75,20,26.5714283
56.15,70.16,24.41,1.73,437.8,19,23.76666641
56.11,69.5,24.18,1.93,437.23,23,20.46666718
56.1,63.98,23.71,1.9,435.1,22,20.03333282
56.04,59.77,23.5,1.9,436.62,23,20.0
56.0,56.89,23.16,1.73,437.03,32,20.0
56.05,55.03,22.96,1.73,433.6,17,20.0
55.98,53.62,22.79,1.83,430.47,29,20.0
55.93,52.75,22.6,1.57,429.1,24,20.0
55.8,52.33,22.44,1.5,428.2,16,20.0
57.34,52.62,22.4,1.5,424.68,15,20.3928566
56.4,52.91,22.34,1.37,427.87,17,20.29999924
55.91,52.56,22.26,1.27,430.03,15,20.0
55.81,52.13,22.14,1.4,426.5,29,20.0
56.16,53.95,24.48,1.93,446.73,19,20.0
56.06,52.65,24.31,1.8,446.37,21,20.0
56.0,51.68,24.14,1.87,447.13,30,20.0
56.0,51.02,24.01,1.83,447.8,21,20.0
56.0,50.51,23.89,1.73,450.03,30,20.0
56.03,50.19,23.78,1.77,449.97,15,20.0
56.07,49.84,23.71,1.83,449.17,15,20.0
57.53,49.7,23.58,1.89,448.96,28,22.11111069
56.87,49.38,23.56,2.03,449.1,21,23.20000076
56.05,49.74,23.44,1.9,449.8,16,20.20000076
56.05,50.23,23.41,1.73,454.23,20,20.03333282
56.16,50.02,23.42,1.87,452.77,23,20.0
56.2,49.88,23.34,1.73,450.9,23,20.0
56.29,49.78,23.33,1.77,451.47,28,20.0
56.23,49.53,23.31,1.83,452.97,18,20.0
56.26,49.51,23.24,1.7,450.7,21,20.0
56.25,49.52,23.13,1.9,447.6,16,20.0
56.94,49.51,23.1,1.79,446.39,22,20.2142849
58.1,49.43,23.11,1.83,448.1,22,21.55172348
56.28,49.43,23.06,1.93,447.63,23,20.5
56.16,49.51,23.01,1.97,448.23,23,20.0
56.17,49.51,22.97,2.03,446.87,15,20.0
56.26,49.52,22.96,1.97,450.23,26,20.0
56.25,49.55,22.94,1.93,451.13,18,20.0
56.24,49.6,22.88,1.87,446.33,21,20.0
56.17,49.64,22.85,1.93,449.13,26,20.0
56.19,49.68,22.79,1.97,447.4,26,20.0
56.22,49.67,22.82,1.93,447.87,24,20.0
58.73,49.7,22.76,1.85,447.74,15,24.88888931
56.37,49.68,22.76,1.93,445.43,23,21.93333244
56.1,49.6,22.76,1.97,446.77,22,20.03333282
56.11,49.66,22.7,2.07,446.1,17,20.0
56.13,49.6,22.68,1.93,444.8,18,20.0
56.13,49.98,22.57,2.0,445.47,18,20.0
56.14,49.7,22.68,2.0,445.97,20,20.0
56.13,49.72,22.61,1.97,447.23,27,20.0
56.1,49.76,22.6,1.87,447.43,15,20.0
56.13,49.62,22.64,1.97,445.0,27,20.0
58.13,49.69,22.59,1.96,444.81,26,22.18518448
56.7,49.75,22.56,1.97,442.57,19,22.70000076
56.14,49.79,22.53,1.73,440.67,24,20.13333321
56.15,49.78,22.53,1.67,435.57,18,20.0
56.18,49.9,22.49,1.5,437.27,28,20.0
56.18,49.9,22.51,1.4,439.7,28,20.0
56.17,49.94,22.48,1.33,437.97,21,20.0
56.2,50.02,22.44,1.27,437.9,18,20.0
56.26,49.96,22.46,1.1,437.47,27,20.0
56.22,50.0,22.41,1.07,435.77,27,20.0
57.29,49.93,22.41,1.04,430.54,30,20.9642849
57.67,49.96,22.37,1.07,430.14,28,25.65517235
56.27,49.96,22.36,1.07,430.23,22,21.06666756
56.15,50.13,22.33,1.07,431.63,30,20.0
56.16,50.13,22.34,1.03,428.9,17,20.0
56.2,50.19,22.3,1.1,426.37,22,20.0
56.18,50.18,22.28,1.13,427.3,16,20.0
56.11,50.14,22.31,1.23,423.37,15,20.0
56.13,50.11,22.29,1.27,422.83,29,20.0
56.13,50.31,22.24,1.23,426.63,19,20.0
57.6,50.3,22.28,1.39,430.39,19,20.0
58.29,50.5,22.24,1.62,427.38,18,26.34482765
56.23,50.53,22.18,1.63,427.53,15,23.03333282
55.97,50.52,22.19,1.7,425.3,17,20.23333359
56.08,50.5,22.2,1.73,427.7,15,20.0
56.02,50.6,22.14,1.87,429.57,21,20.0
55.97,50.55,22.13,1.87,430.67,26,20.0
56.0,50.55,22.13,1.83,428.73,30,20.0
56.0,50.62,22.1,1.87,427.17,28,20.0
55.98,50.63,22.09,1.97,427.2,28,20.0
55.95,50.7,22.05,1.9,428.43,18,20.0
57.95,50.77,22.02,1.93,430.14,21,25.5
56.39,50.71,22.04,1.86,426.93,18,26.93103409
55.95,50.9,22.0,1.9,427.8,28,22.83333397
56.02,50.89,22.01,1.93,428.53,29,20.36666679
56.24,50.89,22.0,1.87,428.63,30,20.0
56.32,50.96,21.96,2.0,432.83,22,20.0
56.31,50.81,22.01,1.93,432.17,20,20.0
56.32,50.82,22.01,1.97,429.43,21,20.0
56.26,50.86,21.99,2.0,427.6,17,20.0
56.3,50.91,21.98,1.89,424.58,16,20.0
56.3,50.91,21.98,1.89,424.58,23,20.0
58.94,51.24,21.89,2.14,419.14,19,20.2857151
59.46,51.24,21.9,2.0,423.57,30,21.75
57.41,51.43,21.84,2.07,424.77,19,21.0
56.33,51.41,21.86,2.03,423.27,17,20.0
56.37,51.38,21.86,1.97,423.73,26,20.0
56.32,51.38,21.85,2.07,423.33,17,20.0
56.33,51.41,21.83,1.93,422.33,21,20.0
56.3,51.38,21.84,2.0,420.83,20,20.0
56.31,51.41,21.8,2.03,420.62,17,20.0
56.31,51.4,21.78,1.97,421.23,19,20.0
56.37,51.38,21.76,2.0,422.0,28,20.0
56.32,51.36,21.77,1.89,422.61,21,20.0
58.68,51.41,21.72,2.0,422.0,29,25.33333397
56.51,51.26,21.76,1.93,423.8,26,23.03333282
56.31,51.28,21.73,2.0,426.23,24,20.66666603
56.29,51.15,21.76,2.07,428.4,16,20.06666756
56.31,51.13,21.73,1.97,431.67,16,20.0
56.32,51.06,21.72,1.93,433.73,28,20.0
56.96,51.02,21.73,2.03,432.43,22,20.0
56.85,50.96,21.81,2.0,437.03,26,20.0
57.73,50.83,21.85,2.0,446.33,27,20.0
57.0,50.69,21.86,1.63,446.57,27,20.0
59.35,50.43,21.92,2.0,448.89,18,25.5357151
57.58,50.26,21.9,1.77,449.37,27,24.43333244
57.06,49.97,21.96,1.6,450.4,28,20.56666756
56.88,49.86,21.94,1.64,450.11,18,20.0
56.88,49.74,21.96,1.53,449.8,22,20.0
57.09,49.7,21.92,1.83,449.63,26,20.0
57.08,49.52,21.96,1.5,451.87,19,20.0
56.93,49.39,21.99,1.66,454.76,24,20.0
56.79,49.34,21.98,1.7,448.67,28,20.0
56.84,49.3,22.0,1.57,451.23,19,20.0
58.43,49.22,22.02,1.93,453.32,19,22.2857151
57.62,49.28,21.97,1.87,454.07,30,24.33333397
56.93,49.23,21.98,1.87,455.1,15,20.39999962
57.41,49.19,22.0,1.87,449.8,24,20.0
57.29,49.21,21.95,1.93,451.27,25,20.0
57.28,49.38,21.87,1.83,453.83,20,20.0
56.72,49.36,21.88,1.93,453.8,30,20.0
57.22,49.18,21.96,2.03,450.9,27,20.0
57.03,49.31,21.9,2.03,450.47,19,20.0
56.94,49.26,21.93,2.03,452.5,27,20.0
57.19,49.35,21.83,2.07,454.64,28,20.5
58.68,49.22,21.92,2.07,450.57,31,28.0
57.13,49.24,21.91,2.13,450.9,20,22.66666603
58.57,49.28,21.88,2.03,451.1,17,20.16666603
56.59,49.21,21.91,2.0,450.97,19,20.0
57.07,49.25,21.88,2.23,453.07,22,20.0
56.73,49.26,21.87,2.27,452.67,22,20.0
56.52,49.31,21.86,2.07,456.67,21,20.0
55.93,49.32,21.86,2.1,455.69,25,20.0
55.91,49.27,21.85,2.07,450.37,16,20.0
56.25,49.33,21.81,2.07,445.3,19,20.0
58.33,49.28,21.82,2.0,443.25,29,22.4285717
61.49,49.25,21.86,2.0,441.8,19,21.03333282
62.7,49.32,21.84,2.1,445.17,29,20.10000038
61.77,49.49,21.77,2.0,447.27,23,20.0
61.97,49.46,21.8,1.97,450.53,25,20.0
62.19,49.61,21.72,2.07,453.5,26,20.0
61.65,49.53,21.75,1.97,455.9,20,20.0
56.65,49.3,21.84,1.97,456.07,26,20.0
56.59,49.37,21.79,2.07,452.93,23,20.0
56.84,49.35,21.79,2.07,449.77,33,20.0
58.2,49.43,21.75,2.11,450.75,28,21.5357151
57.01,49.31,21.86,2.1,453.03,19,23.60000038
56.17,48.9,22.44,2.0,458.13,24,22.66666603
56.57,48.99,22.87,2.0,472.5,24,23.03333282
57.47,49.15,23.17,2.03,505.73,34,20.83333397
56.3,49.34,23.4,2.17,520.37,26,22.16666603
55.93,49.37,23.61,2.23,521.63,25,20.93333244
56.22,49.9,23.7,2.1,501.8,29,20.0
57.14,50.57,23.94,2.21,512.41,27,20.0
56.6,50.91,24.06,2.13,539.67,33,20.0
56.16,51.0,24.21,2.25,556.75,25,20.3928566
57.95,51.28,24.33,2.17,562.03,23,23.89999962
57.51,51.67,24.41,2.17,567.87,28,21.29999924
57.47,52.05,24.46,2.2,575.67,18,20.16666603
58.41,52.39,24.54,2.2,571.5,26,20.0
57.76,52.62,24.62,2.47,577.9,24,20.0
57.4,53.02,24.68,2.4,587.43,15,20.0
56.83,53.41,24.72,2.63,593.1,26,20.0
56.65,53.69,24.78,2.24,600.55,27,20.0
57.02,53.7,24.91,2.17,611.27,17,20.0
56.55,53.93,24.98,2.48,608.97,27,20.0
58.21,54.06,25.06,2.1,612.79,29,29.41379356
57.16,54.42,25.09,2.37,615.9,20,28.0
56.84,54.46,25.18,2.6,630.4,33,23.53333282
56.86,54.54,25.28,2.6,627.9,26,20.53333282
56.94,54.72,25.34,2.47,627.8,33,20.03333282
56.98,54.95,25.38,2.67,628.57,36,20.0
58.69,55.37,25.36,2.87,639.23,31,20.0
