Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
53.05,74.26,28.81,22.9,540.33,21,20.0
53.1,74.27,28.73,29.83,514.7,22,20.0
52.8,74.57,28.7,37.96,492.82,29,20.2857151
53.19,74.92,28.67,43.27,476.27,19,20.16666603
53.42,75.39,28.65,47.1,461.4,19,20.20000076
55.89,77.33,28.57,69.3,460.83,20,20.70000076
57.25,78.83,28.51,60.2,471.83,21,20.0
60.44,80.0,28.48,41.73,497.93,18,20.0
57.72,80.71,28.51,36.0,514.3,25,22.26666641
54.44,81.72,28.58,32.9,565.86,17,52.27586365
53.35,82.54,28.6,24.4,623.67,32,61.13333511
54.71,82.49,28.59,19.6,670.4,29,40.66666794
53.66,82.13,28.61,15.41,688.14,28,22.79310417
54.66,81.9,28.59,14.07,697.59,33,26.37931061
52.78,81.38,28.62,11.8,695.63,25,20.70000076
54.31,81.29,28.64,10.3,689.3,35,20.0
54.01,81.11,28.69,9.77,697.57,34,20.0
55.13,81.33,28.69,9.03,707.53,33,20.03333282
55.71,80.21,28.69,9.03,702.37,27,20.0
55.18,79.74,28.62,8.41,676.79,32,20.0
58.7,78.79,28.58,7.5,651.47,26,20.0
61.72,78.58,28.51,8.43,608.17,17,20.0
61.7,78.22,28.49,9.0,592.23,27,20.0
63.9,78.21,28.46,9.57,536.04,24,21.6428566
61.66,78.25,28.45,10.67,556.53,27,20.86666679
62.22,77.78,28.48,10.73,567.93,18,71.80000305
59.43,77.89,28.47,10.87,576.67,30,57.53333282
62.41,77.52,28.37,11.23,561.13,21,34.46666718
61.25,77.27,28.29,11.93,551.73,22,20.73333359
61.0,78.14,28.26,13.37,554.47,19,32.76666641
60.61,78.95,28.26,13.48,586.48,15,123.5862045
60.87,79.53,28.27,13.23,623.23,31,130.0333405
59.18,79.22,28.52,12.73,663.6,32,140.6666718
53.84,78.17,28.73,12.0,675.54,30,81.14286041
53.89,77.37,28.97,11.53,672.13,27,20.0
54.5,76.81,29.11,10.97,667.5,35,20.0
53.38,77.1,28.98,10.93,660.83,27,20.0
55.05,77.37,28.89,9.8,657.63,34,20.0
54.93,77.2,28.91,9.7,656.67,30,20.0
54.94,77.54,28.82,8.77,653.37,28,20.0
54.98,77.85,28.72,8.76,655.97,32,20.0
54.98,77.85,28.71,8.87,655.43,33,20.0
54.38,78.05,28.64,8.1,655.53,31,20.0
53.99,78.2,28.6,7.96,652.64,32,20.0
54.29,78.24,28.56,7.97,649.47,32,20.0
53.62,78.32,28.53,7.27,650.3,32,20.0
52.99,78.42,28.5,7.23,649.13,25,20.0
53.06,78.62,28.44,7.17,648.77,29,20.0
53.11,78.64,28.42,6.83,642.57,33,20.0
52.87,78.7,28.4,7.0,639.8,26,20.0
52.94,78.84,28.36,6.23,640.03,31,20.0
52.59,78.9,28.34,6.52,639.41,25,20.0
52.56,78.93,28.33,6.73,632.33,29,20.0
52.24,79.08,28.28,6.7,632.43,26,20.0
54.94,79.07,28.28,6.14,631.57,31,20.3928566
52.71,79.13,28.26,6.53,630.57,27,20.0
52.21,79.17,28.24,6.13,629.33,33,20.0
53.01,79.14,28.24,6.2,629.93,35,20.0
52.25,79.04,28.27,6.0,627.93,29,20.0
52.31,79.14,28.23,5.87,627.47,36,20.0
52.77,79.07,28.24,6.0,625.43,29,20.0
52.27,79.11,28.22,5.9,624.73,32,20.0
52.45,79.09,28.22,5.4,617.23,26,20.0
52.6,79.09,28.21,5.73,615.47,28,20.0
52.91,79.09,28.2,5.18,615.93,21,22.7857151
53.63,79.08,28.2,5.2,614.37,33,23.66666603
52.5,79.08,28.2,5.47,613.73,20,20.0
52.41,79.02,28.21,5.17,612.17,23,20.0
52.25,79.08,28.19,5.47,612.67,18,20.0
52.06,79.04,28.18,4.77,612.37,28,20.0
52.05,79.06,28.18,5.1,605.23,29,20.0
52.01,79.02,28.18,5.1,604.41,24,20.0
52.09,79.06,28.16,4.87,605.9,27,20.0
52.16,79.16,28.12,4.93,604.03,27,20.0
52.33,79.09,28.14,5.18,602.68,31,20.1785717
52.16,79.06,28.14,5.3,602.47,31,20.86666679
52.0,79.03,28.14,4.77,599.33,24,20.0
52.26,79.01,28.14,4.87,594.93,23,20.0
52.68,78.98,28.13,4.9,594.47,17,20.0
52.45,79.04,28.12,4.8,593.03,19,20.0
52.15,79.11,28.09,4.6,594.53,32,20.0
51.99,79.15,28.08,4.77,595.87,44,20.0
52.18,79.16,28.06,4.86,589.66,38,20.0
52.38,79.18,28.06,4.6,584.3,36,20.0
52.08,79.22,28.04,4.77,581.73,41,20.0
52.25,79.23,28.03,4.82,582.43,38,20.6071434
52.71,79.21,28.03,4.5,581.5,43,20.0
52.08,79.36,27.99,4.67,580.83,47,20.0
52.12,79.44,27.96,4.8,577.57,32,20.0
52.33,79.52,27.94,4.53,577.53,39,20.0
52.43,79.57,27.92,4.63,575.03,29,20.0
52.36,79.57,27.92,4.6,576.97,26,20.0
52.17,79.73,27.87,4.62,577.41,30,20.0
52.09,79.62,27.89,4.63,576.43,30,20.0
52.14,79.68,27.88,4.63,573.27,21,20.0
52.34,79.62,27.88,4.43,569.68,19,20.25
52.16,79.79,27.83,4.4,568.97,31,20.0
52.35,79.73,27.84,4.33,567.07,24,20.0
52.25,79.74,27.84,4.43,564.93,16,20.0
52.09,79.71,27.84,4.53,567.37,27,20.0
51.97,79.81,27.8,4.37,565.1,28,20.0
52.05,79.72,27.83,4.37,563.6,18,20.0
52.04,79.82,27.79,4.23,565.03,24,20.0
52.2,79.81,27.79,4.28,565.21,25,20.0
52.1,79.88,27.77,4.27,563.73,47,20.0
51.68,79.89,27.77,4.57,559.89,38,20.0714283
51.92,80.05,27.72,4.17,559.63,36,20.06666756
52.24,80.07,27.7,4.13,557.73,46,20.0
51.86,80.05,27.71,4.3,556.87,45,20.0
52.31,80.01,27.71,4.4,556.0,34,20.0
51.91,79.91,27.73,4.17,553.6,42,20.0
52.06,80.08,27.68,4.3,549.5,44,20.0
51.99,80.19,27.65,4.27,552.4,35,20.0
51.93,80.09,27.67,4.28,553.93,37,20.0
51.84,80.18,27.65,4.33,551.47,40,20.0
51.8,80.2,27.63,4.21,549.79,32,20.0
51.87,80.26,27.62,4.31,549.21,18,20.0
51.73,80.18,27.64,4.33,545.1,29,20.0
51.79,80.23,27.61,4.37,542.87,22,20.0
51.82,80.25,27.6,4.27,543.13,31,20.0
51.71,80.3,27.59,4.1,539.63,32,20.0
51.81,80.35,27.57,4.1,541.5,30,20.0
51.85,80.32,27.57,4.17,541.47,22,20.0
51.72,80.32,27.57,4.14,538.86,27,20.0
51.84,80.25,27.58,4.3,537.97,30,20.0
51.77,80.09,27.61,4.2,535.8,27,20.0
51.55,80.2,27.58,4.25,533.46,22,20.0
51.74,79.93,27.64,4.4,532.87,22,20.0
51.72,80.09,27.6,4.2,530.13,34,20.0
51.7,80.15,27.57,4.1,528.07,18,20.0
51.77,80.07,27.6,4.03,527.97,15,20.0
51.68,80.02,27.6,4.33,525.33,26,20.0
51.65,80.05,27.59,4.27,523.87,16,20.0
51.61,80.21,27.54,4.33,522.93,23,20.0
51.62,80.2,27.54,4.07,522.72,28,20.0
51.55,80.04,27.58,4.07,522.5,28,20.0
51.25,79.93,27.6,4.18,521.07,26,20.4642849
51.66,79.98,27.58,4.2,520.93,18,20.23333359
51.5,79.97,27.58,3.93,521.47,26,20.0
51.45,80.02,27.56,4.19,518.74,19,20.0
51.53,80.04,27.56,4.03,518.3,18,20.0
51.57,80.15,27.52,4.07,517.47,26,20.0
51.47,80.18,27.51,4.23,517.13,21,20.0
51.48,80.21,27.5,4.1,517.23,29,20.0
51.46,80.13,27.52,4.14,515.34,28,20.0
51.42,80.08,27.53,3.9,512.87,15,20.0
51.25,80.13,27.51,4.07,514.82,28,20.0
51.48,80.13,27.51,4.07,514.53,17,21.13333321
51.59,80.21,27.48,4.1,511.33,30,20.0
51.45,80.17,27.49,4.13,509.43,21,20.0
51.47,80.21,27.49,3.97,509.27,22,20.0
51.52,80.27,27.46,3.97,508.17,28,20.0
51.5,80.23,27.48,4.17,506.67,17,20.0
51.54,80.22,27.47,4.17,509.23,21,20.0
51.43,80.22,27.47,4.23,508.6,23,20.0
51.37,80.17,27.48,3.9,503.9,24,20.0
51.55,80.27,27.45,4.07,503.87,28,20.0
51.26,80.4,27.42,4.11,504.11,16,20.0
51.72,80.41,27.41,4.23,502.43,17,20.0
51.6,80.37,27.42,4.07,504.97,29,20.0
51.52,80.36,27.42,4.37,504.6,22,20.0
51.73,80.4,27.41,4.03,502.4,15,20.0
51.56,80.3,27.44,4.33,501.93,21,20.0
51.51,80.32,27.42,4.0,498.2,30,20.0
51.61,80.34,27.42,4.37,497.03,25,20.0
51.71,80.2,27.46,3.76,500.21,30,20.0
51.93,80.4,27.4,4.2,498.13,18,20.0
51.57,80.4,27.4,3.93,499.75,27,20.0
51.5,80.31,27.42,3.97,497.67,26,20.0
51.55,80.28,27.42,3.9,492.13,30,20.0
51.6,80.38,27.4,4.1,495.43,17,20.0
51.73,80.36,27.4,4.03,497.1,29,20.0
51.72,80.36,27.4,4.17,498.1,15,20.0
51.87,80.22,27.44,3.97,496.7,28,20.0
51.58,80.32,27.41,3.9,497.0,20,20.0
51.71,80.32,27.4,4.1,493.62,23,20.0
51.75,80.36,27.4,3.73,493.03,24,20.0
51.87,80.3,27.42,3.86,493.21,29,20.0
52.51,80.26,27.42,4.0,492.27,23,20.0
52.16,80.1,27.47,3.8,490.27,19,20.0
51.75,80.16,27.44,4.03,490.67,20,20.0
51.8,80.25,27.42,3.87,489.17,16,20.0
52.07,80.26,27.42,3.93,491.47,23,20.0
51.83,80.23,27.43,3.83,492.37,28,20.0
52.54,80.22,27.42,3.87,491.47,24,20.0
52.03,80.28,27.41,3.6,489.7,29,20.0
52.17,80.36,27.39,3.52,492.03,20,20.0
51.76,80.36,27.39,3.9,491.13,19,20.0
52.31,80.38,27.38,3.71,493.11,25,21.3928566
51.96,80.26,27.41,3.77,490.6,26,20.0
52.19,80.35,27.39,3.67,489.53,15,20.0
52.18,80.28,27.41,3.77,487.0,20,20.0
52.07,80.38,27.38,3.9,485.97,29,20.0
52.02,80.37,27.38,3.67,484.27,16,20.0
52.79,80.37,27.38,3.53,486.33,30,20.0
52.37,80.42,27.36,3.8,487.63,16,20.0
52.51,80.45,27.36,3.62,489.52,27,20.0
52.56,80.42,27.36,3.63,490.53,20,20.0
53.04,80.36,27.38,3.68,489.21,27,20.0
52.69,80.35,27.37,3.6,488.23,26,20.0
52.72,80.42,27.36,3.63,491.5,20,20.0
54.98,80.54,27.41,4.27,493.4,17,20.0
54.93,80.82,27.44,15.57,505.9,24,20.0
54.02,80.89,27.4,12.03,513.6,30,20.0
54.63,80.85,27.38,8.5,515.4,20,20.0
54.13,80.96,27.36,7.27,514.27,25,20.0
54.76,81.13,27.32,7.21,512.38,30,20.0
54.74,81.06,27.34,6.17,512.83,21,20.0
54.88,81.08,27.34,6.68,517.07,21,20.4285717
53.34,80.84,27.4,6.5,513.93,25,20.26666641
52.86,80.9,27.38,6.3,512.23,18,20.0
54.75,80.73,27.42,6.53,513.67,28,20.0
54.42,80.53,27.47,5.8,510.2,29,20.0
53.61,80.24,27.55,5.93,506.03,30,20.0
54.23,80.21,27.55,5.5,509.2,15,20.0
53.56,80.24,27.54,5.83,509.17,18,20.0
53.3,80.15,27.57,5.6,507.83,23,20.0
54.76,80.19,27.51,5.9,507.17,24,20.0
54.17,78.99,27.53,6.03,500.17,16,20.0
55.09,77.01,27.58,5.31,490.62,20,20.03448296
54.67,75.32,27.59,5.37,480.63,19,20.03333282
54.9,75.36,27.47,4.9,477.83,29,20.0
54.14,73.79,27.57,4.9,475.93,25,20.0
53.83,71.88,27.71,4.67,467.0,18,20.0
53.72,71.07,27.71,4.73,459.43,26,20.0
54.99,70.47,27.74,4.33,454.87,26,20.0
55.37,70.0,27.73,4.5,452.57,23,20.0
54.51,69.6,27.7,4.14,448.24,30,20.0
54.09,69.03,27.71,4.3,448.2,18,20.0
55.21,68.94,27.65,4.14,446.71,26,21.4285717
53.85,68.59,27.6,4.3,443.4,17,20.06666756
54.05,68.11,27.59,4.2,444.27,30,20.0
54.39,67.56,27.56,4.5,441.2,30,20.0
54.67,67.11,27.57,4.1,440.9,16,20.0
54.63,66.53,27.57,4.07,440.8,30,20.0
55.67,66.15,27.54,4.4,437.87,23,20.0
55.02,66.06,27.48,4.5,437.67,22,20.0
54.44,65.79,27.44,4.43,438.57,24,20.0
53.76,65.52,27.43,4.52,437.07,21,20.0
53.91,65.08,27.46,4.32,441.39,26,20.0
54.63,64.57,27.51,4.7,444.5,27,20.03333282
53.86,64.16,27.51,4.6,450.8,18,20.0
54.41,63.89,27.47,4.47,455.27,22,20.0
54.01,63.43,27.49,4.53,458.1,27,20.5
53.76,63.15,27.5,4.53,458.97,29,20.0
54.26,62.84,27.48,4.43,464.1,20,20.0
54.86,62.58,27.46,4.73,470.47,16,20.0
54.2,62.51,27.41,4.33,470.87,27,20.0
54.15,62.18,27.44,4.55,471.0,19,20.0
53.99,61.71,27.52,4.64,471.29,15,20.0
55.45,61.4,27.55,4.27,470.57,23,20.79999924
55.35,61.03,27.61,4.63,471.5,19,20.0
54.19,60.73,27.64,4.6,470.03,20,20.0
54.42,60.59,27.64,4.67,472.63,26,20.13333321
53.39,60.58,27.57,4.4,473.7,26,20.03333282
54.47,60.61,27.49,4.4,474.1,24,20.0
54.5,60.47,27.48,4.6,476.17,27,20.0
54.82,60.3,27.48,4.03,474.0,27,20.0
53.64,59.93,27.56,4.52,471.69,21,20.0
54.2,59.61,27.62,4.3,474.7,17,20.0
53.88,59.53,27.6,4.29,476.04,18,20.75
54.21,59.44,27.58,4.27,480.6,24,20.29999924
53.67,59.2,27.61,4.33,479.57,28,20.0
53.88,58.71,27.72,4.27,477.63,21,20.06666756
53.9,58.51,27.74,4.1,479.07,30,20.13333321
54.09,58.28,27.83,4.27,477.63,24,20.0
54.0,58.22,27.94,4.5,477.73,15,20.0
54.15,57.83,28.15,3.9,476.63,21,20.0
53.58,57.8,28.18,4.13,478.4,17,20.0
54.96,58.18,28.08,4.0,480.41,16,20.0
54.22,58.62,27.99,3.86,480.57,21,22.5714283
55.65,58.8,27.98,3.5,480.83,19,23.56666756
53.87,59.07,27.95,3.6,480.33,28,20.26666641
54.72,59.08,28.0,3.8,479.1,20,20.13333321
54.8,59.3,27.99,3.37,483.37,19,20.03333282
54.43,59.57,27.94,3.5,480.4,24,20.0
54.65,59.55,28.01,3.6,479.97,22,20.0
54.78,60.02,28.06,3.73,489.6,26,22.56666756
54.19,60.81,27.96,3.47,505.73,21,37.73333359
54.16,60.8,27.99,3.66,514.97,19,52.06896591
53.88,60.68,27.97,3.61,513.04,27,38.2857132
55.52,60.71,27.85,3.2,504.6,19,21.13333321
54.93,60.52,27.81,3.23,496.1,25,20.0
54.89,60.82,27.78,2.97,487.53,20,20.13333321
52.91,60.93,27.85,3.13,483.93,25,20.10000038
54.2,60.74,27.92,2.93,484.8,24,20.0
53.93,60.73,27.97,2.8,479.53,25,20.0
53.23,60.41,28.12,2.93,479.57,27,20.0
53.59,60.09,28.26,2.77,481.6,21,20.0
53.68,59.98,28.34,2.83,481.27,24,20.0
53.02,59.9,28.42,2.79,478.72,19,20.0
53.43,59.98,28.47,2.79,475.46,21,20.5357151
53.68,60.15,28.47,2.9,475.4,22,20.20000076
53.25,60.16,28.52,2.7,472.37,18,20.0
53.38,60.14,28.58,2.7,473.43,15,20.0
53.3,60.17,28.62,2.67,473.83,22,20.0
53.46,60.15,28.67,2.47,471.97,28,20.0
53.54,60.29,28.66,2.5,472.53,15,20.0
54.29,60.38,28.67,2.5,471.37,16,20.0
54.28,60.81,28.59,2.6,469.03,18,20.0
54.28,61.07,28.56,2.41,464.83,29,20.0
55.5,61.33,28.52,2.29,465.86,29,20.4642849
54.89,61.69,28.45,2.33,467.03,27,20.5
54.84,61.99,28.38,2.3,463.43,23,20.0
53.99,62.31,28.33,2.37,461.13,15,20.06666756
54.39,62.28,28.4,2.2,462.63,29,20.03333282
54.01,62.02,28.54,2.27,460.53,23,20.0
54.6,62.0,28.58,2.2,461.63,23,20.0
54.33,62.33,28.54,2.37,461.43,23,20.0
61.05,64.9,28.26,3.2,459.17,27,20.0
63.12,70.03,27.93,4.72,448.21,23,20.0
63.52,73.72,27.81,5.54,439.39,24,22.1785717
66.3,76.2,27.7,5.57,428.1,16,29.13333321
63.17,77.55,27.62,5.63,423.3,28,20.70000076
63.16,77.98,27.6,5.97,421.73,26,21.73333359
63.0,78.29,27.66,5.9,418.1,17,24.16666603
62.13,77.55,27.94,5.57,417.3,19,27.70000076
61.56,77.15,28.14,5.23,415.47,18,23.63333321
62.01,77.34,28.16,5.9,415.1,26,22.26666641
54.02,78.18,27.86,6.4,416.5,29,22.60000038
54.79,78.46,27.71,6.27,418.5,20,25.86666679
53.09,78.6,27.63,5.96,420.68,16,25.2142849
54.77,78.55,27.6,5.76,422.17,22,22.17241287
54.51,78.52,27.59,5.27,419.77,23,20.03333282
54.34,78.5,27.57,4.8,418.83,24,20.0
53.36,78.02,27.67,4.67,420.93,15,20.0
53.9,77.24,27.88,4.4,420.4,22,20.0
53.54,76.58,28.02,4.4,422.17,16,20.0
53.83,76.44,28.03,4.2,421.67,28,20.0
53.43,76.08,28.12,4.1,423.2,22,20.0
54.59,75.78,28.18,4.17,423.07,26,20.0
54.8,75.63,28.2,4.03,424.1,20,20.0
53.73,75.6,28.2,3.93,423.29,21,24.8928566
53.91,75.64,28.17,3.8,421.77,22,23.73333359
54.58,75.85,28.1,4.0,424.6,22,20.13333321
54.9,75.73,28.13,3.83,426.47,30,20.0
54.99,75.89,28.07,3.47,424.7,18,20.0
55.04,75.9,28.05,3.67,421.27,21,20.0
55.11,75.96,28.03,3.67,424.03,21,20.0
54.71,75.87,28.04,3.27,425.1,26,20.0
53.6,75.97,28.01,3.5,426.2,30,20.0
53.18,76.15,27.95,3.37,424.83,18,20.0
54.12,76.21,27.93,3.56,424.41,29,20.11111069
53.81,76.05,27.96,3.43,423.6,29,20.23333359
52.9,76.27,27.89,3.37,423.77,20,20.0
53.31,76.29,27.89,3.13,420.23,17,20.0
52.81,76.27,27.9,3.17,419.97,27,20.0
53.06,76.21,27.91,3.0,421.27,28,20.0
52.97,76.28,27.89,3.2,422.37,27,20.0
52.69,76.22,27.9,3.07,423.8,17,20.0
53.15,76.25,27.89,3.2,422.9,28,20.0
52.99,76.16,27.91,3.0,422.6,18,20.0
53.01,76.29,27.87,3.04,422.56,19,20.0
53.71,76.32,27.86,3.43,425.83,28,21.06666756
52.87,76.39,27.85,3.17,427.77,26,20.0
52.81,76.25,27.88,3.33,428.77,26,20.0
52.77,76.31,27.86,3.13,426.23,19,20.0
52.87,76.39,27.85,3.2,426.07,15,20.0
52.45,76.41,27.84,3.27,422.47,30,20.0
52.7,76.42,27.84,3.23,422.93,22,20.0
52.56,76.57,27.8,3.17,422.5,27,20.0
52.72,76.52,27.81,3.2,423.73,26,20.0
52.69,76.62,27.79,3.34,422.21,24,20.0
52.22,76.5,27.82,3.21,422.04,23,20.0
52.54,76.48,27.82,3.27,421.23,24,20.0
52.61,76.61,27.78,3.2,423.67,25,20.0
52.26,76.67,27.77,3.47,424.97,30,20.0
52.21,76.61,27.78,3.2,424.77,28,20.0
52.71,76.58,27.79,3.47,424.23,19,20.0
52.16,76.65,27.76,3.33,422.57,26,20.0
52.43,76.64,27.76,3.4,421.13,20,20.0
52.5,76.62,27.76,3.57,420.27,15,20.0
52.21,76.65,27.75,3.23,421.63,22,20.0
52.17,76.69,27.73,3.48,420.59,25,20.0
53.03,76.68,27.73,3.53,420.37,15,20.0
52.37,76.72,27.71,3.37,420.8,27,20.0
52.28,76.76,27.7,3.33,419.67,18,20.0
52.19,76.64,27.73,3.57,420.73,16,20.0
52.62,76.61,27.73,3.43,421.6,25,20.0
52.43,76.62,27.72,3.43,420.4,28,20.0
52.46,76.63,27.72,3.27,421.0,28,20.0
52.52,76.67,27.7,3.2,422.57,30,20.0
52.26,76.58,27.72,3.63,423.07,29,20.0
52.26,76.61,27.71,3.19,421.52,25,20.0
52.58,76.75,27.67,3.13,420.8,21,20.63333321
52.51,76.73,27.68,3.2,422.2,19,20.0
52.53,76.7,27.68,3.13,423.27,24,20.0
52.35,76.83,27.64,3.27,423.07,28,20.0
52.31,76.66,27.69,3.4,425.2,18,20.0
52.06,76.74,27.66,3.27,423.87,17,20.0
52.09,76.88,27.62,3.2,424.4,29,20.0
52.41,76.79,27.65,3.17,428.67,26,20.0
52.28,76.81,27.63,3.2,426.3,17,20.0
52.19,76.62,27.68,3.0,425.87,22,20.0
52.29,76.8,27.62,3.19,427.59,23,24.11111069
52.1,76.89,27.6,3.2,428.63,30,20.10000038
52.34,76.96,27.57,3.27,424.57,22,20.0
51.97,77.03,27.55,3.23,424.63,24,20.0
52.13,77.02,27.55,3.3,423.8,18,20.0
52.0,76.97,27.56,3.3,420.37,24,20.0
52.09,76.99,27.55,3.37,417.67,20,20.0
52.02,76.95,27.56,3.3,419.2,25,20.0
51.96,76.92,27.57,3.33,420.47,15,20.0
51.88,76.86,27.58,3.4,419.7,22,20.0
51.81,76.98,27.55,3.56,421.26,23,25.51851845
51.96,76.91,27.58,3.6,420.67,27,23.20000076
51.73,77.01,27.54,3.57,420.27,18,20.0
51.88,76.92,27.57,3.57,422.9,20,20.0
51.78,76.99,27.55,3.43,423.73,29,20.0
51.81,76.86,27.57,3.5,422.93,17,20.0
51.99,76.91,27.57,3.43,421.03,30,20.0
51.97,76.93,27.57,3.63,420.83,17,20.0
51.76,76.95,27.56,3.7,423.97,25,20.0
51.74,76.98,27.55,3.4,423.2,25,20.0
51.53,77.04,27.54,3.79,423.18,24,20.1785717
52.01,77.06,27.53,3.76,420.03,28,20.03448296
51.9,77.09,27.53,3.83,419.27,21,20.0
51.7,77.16,27.51,3.8,422.67,16,20.0
51.72,77.19,27.51,4.07,420.57,18,20.0
51.73,77.29,27.48,3.93,421.6,26,20.0
51.85,77.38,27.46,4.0,424.03,29,20.0
51.95,77.33,27.47,4.03,424.27,19,20.0
51.78,77.51,27.42,3.9,423.4,25,20.0
51.87,77.47,27.44,4.0,422.87,28,20.0
51.69,77.39,27.47,4.18,423.21,25,20.0
51.39,77.49,27.44,4.21,423.03,20,23.65517235
51.79,77.57,27.42,4.3,422.2,27,20.03333282
51.83,77.48,27.44,4.1,424.07,30,20.0
51.78,77.58,27.42,4.17,419.97,18,20.0
51.72,77.57,27.42,4.4,421.6,20,20.0
51.79,77.6,27.41,4.1,422.87,23,20.0
51.64,77.64,27.4,4.3,423.2,16,20.0
51.76,77.63,27.4,4.17,426.47,15,20.0
52.0,77.66,27.39,4.43,424.33,22,20.0
51.72,77.77,27.36,4.2,424.6,26,20.0
51.42,77.67,27.39,4.11,421.33,26,20.0
51.69,77.68,27.39,4.13,425.2,17,20.0
51.82,77.63,27.4,4.3,423.37,27,20.0
51.79,77.74,27.37,4.17,423.17,19,20.0
51.68,77.69,27.38,4.23,422.73,28,20.0
51.72,77.75,27.37,4.27,421.57,28,20.0
51.77,77.76,27.36,4.27,419.47,30,20.0
51.66,77.66,27.39,4.17,421.53,22,20.0
51.82,77.79,27.35,4.03,420.97,18,20.0
51.65,77.63,27.39,4.27,421.1,25,20.0
51.5,77.67,27.38,4.18,420.79,15,20.0
51.68,77.63,27.4,4.14,420.79,26,20.03448296
51.93,77.8,27.35,4.2,420.37,17,20.0
51.87,77.83,27.34,4.13,419.77,21,20.0
51.72,77.75,27.36,4.27,422.0,17,20.0
51.74,77.74,27.36,4.13,423.13,20,20.0
51.77,77.81,27.35,4.33,424.43,16,20.0
51.86,77.72,27.37,4.17,423.37,28,20.0
51.84,77.79,27.35,4.16,421.32,19,20.0
51.91,77.9,27.32,4.1,423.17,15,20.0
51.44,77.85,27.33,4.11,423.21,27,20.0
51.82,77.81,27.34,4.0,423.0,15,20.10344887
51.81,77.86,27.33,4.17,420.9,28,20.0
51.96,77.88,27.33,4.13,420.4,30,20.0
51.96,77.94,27.31,4.2,422.5,21,20.0
51.98,77.88,27.33,4.03,422.7,15,20.0
51.9,78.04,27.28,4.2,422.77,16,20.0
51.98,78.05,27.28,4.07,423.13,22,20.0
51.94,78.03,27.29,3.97,421.33,17,20.0
52.12,78.03,27.29,4.17,420.17,22,20.0
51.99,77.99,27.3,4.27,422.7,27,20.0
52.21,78.01,27.3,4.18,421.36,19,20.2142849
51.89,78.03,27.29,4.21,423.59,22,20.0
52.03,78.03,27.29,4.13,423.17,20,20.0
52.02,78.13,27.27,4.07,426.87,26,20.0
52.07,78.12,27.27,4.2,426.33,29,20.0
52.38,78.16,27.26,4.17,425.87,19,20.0
52.21,78.23,27.24,3.93,424.23,22,20.0
52.42,78.14,27.27,4.27,422.5,29,20.0
52.68,78.12,27.28,4.3,421.67,29,20.0
52.3,78.11,27.28,4.13,422.4,27,20.0
52.9,78.22,27.25,4.18,419.68,15,20.0
52.81,78.22,27.25,4.1,418.59,19,20.0
52.77,78.24,27.24,4.1,420.97,19,20.0
52.65,78.1,27.28,4.23,421.73,19,20.0
52.44,78.16,27.26,4.33,422.03,22,20.0
52.55,78.24,27.24,4.07,425.47,25,20.0
52.65,78.21,27.25,4.1,421.8,22,20.0
52.68,78.2,27.25,4.3,424.8,26,20.0
52.6,78.16,27.26,4.1,425.2,29,20.0
52.83,78.22,27.25,4.13,425.7,15,20.0
54.57,78.2,27.25,4.25,425.18,16,20.25
54.26,78.23,27.24,4.14,425.59,24,20.37931061
54.52,78.19,27.26,4.0,425.5,23,20.0
71.22,78.26,27.36,4.8,433.33,17,20.0
78.6,78.14,27.53,5.5,457.67,17,20.0
68.5,77.6,27.79,5.83,485.33,20,20.0
55.35,77.6,27.74,5.2,497.5,30,20.0
55.52,77.97,27.62,5.4,498.07,18,20.0
55.33,78.36,27.5,5.3,499.33,27,20.0
54.99,78.54,27.45,5.03,498.0,26,20.0
54.88,78.6,27.43,5.23,498.87,30,20.0
55.63,78.76,27.35,5.43,497.82,18,20.7142849
54.74,78.41,27.29,5.52,494.52,24,20.0
55.06,77.7,27.2,5.03,490.53,24,20.0
54.93,73.89,27.32,4.93,476.53,19,20.0
59.46,73.78,27.21,5.47,469.67,23,20.23333359
62.87,75.55,26.9,6.13,463.3,16,20.0
62.3,76.08,26.76,7.03,458.83,26,20.0
62.86,76.14,26.72,7.47,451.13,20,20.0
63.53,75.89,26.7,8.07,439.3,27,20.0
63.2,76.1,26.76,7.97,442.0,29,20.0
67.1,78.17,26.92,8.54,440.14,26,21.7857151
64.63,79.43,27.17,9.07,441.83,25,20.51724052
64.45,77.62,27.47,10.2,448.03,18,25.06666756
67.19,71.93,29.2,10.57,469.27,19,22.96666718
64.19,67.04,30.68,12.1,492.97,16,20.03333282
63.37,64.38,31.61,15.73,521.47,18,20.33333397
62.35,63.52,32.09,16.93,561.53,18,22.36666679
62.08,62.22,32.67,18.23,605.3,28,21.03333282
63.78,61.71,33.05,18.83,641.13,26,20.0
61.96,61.24,33.37,19.3,680.9,34,20.0
62.83,61.05,33.58,19.54,711.32,29,20.75
63.75,60.91,33.8,20.28,741.03,30,20.41379356
61.62,60.92,34.0,20.28,770.34,25,20.37931061
62.66,61.97,33.94,29.6,795.6,31,28.60000038
60.65,68.08,32.41,50.71,822.89,29,44.3571434
59.05,75.01,30.71,76.03,855.27,44,52.86666489
61.15,76.22,29.99,74.53,854.27,41,36.76666641
58.01,76.5,29.57,70.45,772.48,25,20.27586174
57.7,76.9,29.37,72.67,711.9,28,20.0
