Atmospheric Pressure,optimal_relative_humidity [%],air_temperature [Celsius],indoor_co2 [ppm],dry_bulb_temp [Celsius],outdoor_co2 [ppm],occupant_count [number]
61.26,51.08,23.5,743.63,27.0,465.5,17
60.15,50.86,23.31,757.97,27.0,464.91,17
62.42,50.57,23.16,751.6,27.0,465.09,27
62.0,49.87,23.29,742.38,27.0,465.68,22
62.31,49.57,23.25,734.47,27.0,464.12,18
61.29,49.35,23.27,729.13,27.0,465.09,18
60.74,49.54,23.08,722.16,27.0,465.89,16
60.56,49.82,22.91,726.53,27.0,465.1,23
61.58,49.71,22.93,720.39,27.0,465.28,22
60.86,49.6,22.9,715.43,27.0,464.71,23
60.95,49.65,22.79,711.03,27.0,466.27,17
59.85,49.48,22.85,707.0,26.9,464.5,25
59.57,49.61,22.78,707.97,26.9,465.28,24
60.43,49.27,22.93,704.93,26.9,464.52,18
61.7,49.23,22.89,699.4,26.9,464.31,28
63.04,49.22,22.9,697.17,26.8,464.91,19
70.54,49.5,22.73,695.67,26.8,465.87,15
66.49,49.54,22.69,687.27,26.8,466.07,19
60.34,49.51,22.68,680.39,26.8,464.7,20
63.56,49.49,22.68,677.5,26.8,465.3,17
62.26,49.41,22.72,676.17,26.9,464.7,21
63.47,49.26,22.74,676.57,26.9,466.38,19
61.97,49.29,22.69,671.83,27.0,465.5,21
63.15,49.26,22.7,677.2,27.0,464.91,18
63.09,49.24,22.67,676.79,27.1,466.68,21
62.5,49.31,22.6,681.2,27.0,465.34,25
61.15,49.32,22.56,678.87,27.1,465.3,18
60.75,49.41,22.53,678.13,27.1,465.9,27
61.57,49.51,22.49,680.0,27.1,466.09,28
63.6,49.29,22.64,678.0,27.1,466.3,16
61.59,49.06,22.68,671.53,27.1,468.06,21
61.99,49.0,22.68,669.93,27.2,466.09,28
63.56,48.79,22.72,669.3,27.2,466.09,30
62.55,49.01,22.65,676.2,27.2,466.31,22
62.74,49.05,22.61,675.48,27.2,467.86,25
62.23,49.22,22.66,677.13,27.2,466.7,19
62.76,49.73,22.62,681.53,27.2,466.49,27
66.68,49.85,22.65,675.97,27.1,466.51,29
57.1,49.43,22.82,646.0,27.1,466.88,23
59.36,48.75,23.01,589.71,27.1,465.9,17
60.71,48.86,22.95,551.1,27.2,466.69,15
61.47,49.12,22.88,532.5,27.2,466.68,29
58.26,49.4,22.77,527.33,27.2,466.09,17
56.23,49.15,22.8,513.5,27.2,465.32,15
56.23,49.2,22.73,490.83,27.1,467.28,21
56.19,49.38,22.61,473.8,27.2,466.68,20
56.21,49.5,22.55,461.27,27.1,466.48,17
56.26,49.78,22.42,449.77,27.2,464.93,17
56.26,49.97,22.32,445.17,27.2,466.29,30
57.09,50.32,22.18,437.96,27.1,466.28,24
58.09,50.34,22.26,433.5,27.1,467.29,18
56.41,50.19,22.37,431.0,27.1,466.7,25
56.22,50.3,22.35,434.87,27.2,466.48,27
56.14,50.56,22.29,433.13,27.1,466.28,21
56.74,50.67,22.32,431.73,27.2,466.11,15
56.09,50.98,22.22,429.79,27.2,466.48,30
56.07,51.49,22.05,427.26,27.2,467.09,27
56.13,51.74,21.98,422.7,27.2,466.3,19
56.14,52.09,21.9,420.13,27.2,466.54,26
56.1,52.26,21.91,413.73,27.2,467.48,21
58.8,52.78,21.83,400.0,27.2,467.7,23
56.35,52.74,21.93,403.5,27.4,467.49,27
56.18,52.88,21.91,413.37,27.5,468.7,16
57.68,52.46,22.02,412.9,27.6,469.46,28
57.76,51.71,22.22,417.4,27.6,470.08,24
59.38,51.53,22.15,422.31,27.7,469.88,23
58.67,50.55,22.31,427.0,27.7,471.29,21
57.87,49.76,22.49,433.3,28.0,471.28,28
58.64,49.13,22.58,436.43,28.1,471.3,16
57.49,48.95,22.51,435.37,28.2,474.45,15
58.69,48.57,22.58,434.86,28.2,473.1,30
57.09,48.39,22.52,430.7,28.3,473.48,26
56.68,48.3,22.54,430.67,28.5,472.92,29
56.64,48.13,22.55,431.23,28.7,473.89,15
57.44,47.97,22.58,430.93,28.7,478.26,25
57.37,47.97,22.52,427.5,29.0,476.88,20
56.85,47.95,22.5,433.59,29.1,476.7,15
56.49,48.11,22.56,435.0,29.1,478.86,17
56.64,48.6,22.54,434.4,29.2,478.29,26
58.17,48.82,22.51,434.4,29.2,479.47,23
59.2,48.91,22.52,421.46,29.4,480.28,16
58.77,48.95,22.5,414.0,29.7,479.49,19
57.14,48.91,22.48,427.67,29.7,480.31,24
57.99,48.98,22.42,432.17,29.7,484.02,26
57.86,48.93,22.44,431.47,30.1,484.46,25
58.66,49.05,22.4,432.13,30.4,486.08,15
57.92,49.05,22.45,434.97,30.7,486.47,23
59.36,49.22,22.4,435.43,30.7,488.85,25
59.6,49.22,22.41,434.43,30.6,487.51,15
56.2,50.13,22.14,438.17,30.5,486.12,16
55.92,50.44,22.45,441.0,30.4,483.54,26
56.58,50.85,22.81,443.9,30.9,487.08,16
56.05,51.31,22.92,440.97,31.0,487.28,26
56.09,51.65,23.05,438.93,31.0,488.68,18
56.08,51.78,23.21,439.27,30.8,485.34,16
56.13,52.07,23.29,439.33,30.9,487.46,16
56.07,52.48,23.35,437.97,31.0,487.67,29
56.04,52.72,23.45,440.43,31.2,488.3,18
56.05,53.11,23.51,438.27,31.2,488.48,24
56.14,53.44,23.55,433.5,31.4,490.43,15
56.16,53.82,23.59,432.37,31.9,490.28,25
56.2,54.11,23.63,431.89,32.2,494.46,24
56.2,54.3,23.67,431.93,32.4,496.44,21
56.22,54.5,23.73,432.23,33.1,496.71,21
56.24,54.72,23.79,428.2,32.9,498.1,20
56.25,54.7,23.9,429.47,32.9,500.07,27
56.18,54.92,23.91,426.17,32.4,498.45,33
56.1,55.18,23.91,423.17,32.4,497.1,26
56.06,55.33,23.95,425.03,32.2,494.32,26
56.07,55.43,24.0,427.1,32.2,493.08,32
56.12,55.46,24.05,426.83,32.2,491.49,33
55.96,55.98,24.02,423.86,32.0,492.11,35
56.12,56.65,24.03,422.87,31.8,491.47,30
56.14,57.14,24.03,421.67,31.8,490.87,32
56.12,57.44,24.07,420.5,32.9,494.23,26
56.1,57.73,24.09,419.5,32.6,493.31,31
56.09,57.87,24.15,421.0,32.5,496.64,27
56.11,58.02,24.21,423.9,32.3,492.91,27
56.13,58.3,24.21,426.4,32.4,491.69,27
56.12,58.5,24.24,424.73,32.3,490.34,33
56.19,58.69,24.27,425.9,32.1,490.34,26
55.96,58.96,24.27,425.04,31.9,489.09,28
56.2,59.12,24.3,425.5,32.2,491.45,31
56.16,59.27,24.32,424.1,31.8,490.47,36
56.12,59.4,24.35,423.27,31.5,488.47,34
56.12,59.63,24.36,425.9,29.8,483.55,30
56.18,59.74,24.39,427.47,29.9,482.27,29
56.16,59.97,24.39,426.13,29.7,483.47,35
56.16,60.05,24.44,426.1,29.7,484.66,28
56.11,60.17,24.46,423.6,29.6,483.7,33
56.08,60.39,24.46,420.37,29.5,484.5,34
56.08,60.4,24.51,418.13,30.0,485.67,33
55.86,60.69,24.49,420.64,29.7,483.31,35
56.16,60.71,24.54,420.53,29.4,483.48,34
56.14,60.87,24.55,419.9,29.6,481.3,28
56.23,61.02,24.56,419.1,29.1,482.28,32
56.16,61.14,24.58,417.8,29.2,481.29,27
56.04,61.31,24.58,421.13,29.7,484.88,30
56.08,61.43,24.6,421.07,30.7,484.89,30
56.07,61.57,24.61,421.07,30.6,489.48,29
55.99,61.65,24.64,419.97,30.5,489.29,33
56.02,61.77,24.66,419.9,30.0,486.08,35
55.76,61.78,24.71,421.96,30.4,486.7,35
56.13,62.0,24.69,419.83,30.9,490.29,36
56.15,62.12,24.7,424.7,30.7,488.72,37
56.14,62.19,24.72,427.33,30.5,488.89,35
56.16,62.44,24.7,427.57,31.5,489.93,27
56.17,62.4,24.76,424.9,31.7,494.48,34
56.19,62.53,24.76,425.9,31.7,495.83,27
56.17,62.72,24.75,424.73,32.0,495.09,29
56.23,62.69,24.8,420.93,32.0,496.46,27
56.22,62.93,24.78,424.23,31.31,493.72,39
55.97,63.07,24.79,427.14,31.3,490.54,36
56.27,63.12,24.81,426.7,31.2,486.35,38
56.3,63.2,24.82,425.55,30.4,483.71,41
56.27,63.33,24.83,420.73,29.8,481.87,35
56.24,63.29,24.88,419.43,29.8,479.1,39
56.31,63.48,24.86,421.3,29.6,477.7,31
56.32,63.49,24.9,420.17,29.6,478.51,36
56.3,63.72,24.86,420.34,29.6,480.27,40
56.24,63.88,24.84,421.47,29.7,479.5,35
56.22,63.94,24.86,425.2,29.5,478.29,35
56.25,63.95,24.9,422.27,29.6,479.86,41
55.88,64.13,24.88,422.11,29.6,477.69,35
56.26,64.26,24.89,419.7,29.6,477.71,34
56.25,64.36,24.88,421.4,29.3,477.9,31
56.29,64.32,24.94,422.73,29.4,479.88,36
56.17,64.48,24.92,422.17,29.9,480.88,44
56.11,64.46,24.96,422.17,30.2,483.11,41
56.13,64.65,24.94,419.97,30.6,489.26,48
56.2,64.77,24.94,421.57,31.0,489.68,42
56.26,64.81,24.95,423.57,30.8,486.91,48
56.2,64.83,24.97,425.53,30.5,486.49,43
55.9,65.02,24.95,422.5,30.7,483.68,50
56.19,64.97,24.99,428.2,30.5,482.52,40
56.2,65.0,25.01,426.33,30.4,484.86,45
56.19,65.14,25.0,424.57,30.4,487.25,46
56.25,65.23,25.0,425.2,30.4,487.49,42
56.23,65.34,25.01,422.2,30.4,485.29,37
56.22,65.38,25.01,420.0,30.4,485.3,42
56.26,65.51,25.01,417.59,30.6,486.5,39
56.27,65.51,25.03,417.0,30.8,487.39,38
56.27,65.6,25.04,418.57,30.7,486.73,37
55.99,65.63,25.06,420.46,30.7,486.49,38
56.3,65.66,25.07,421.4,30.8,487.9,45
56.26,65.72,25.07,421.23,30.7,484.49,38
56.28,66.04,25.02,421.27,30.5,485.71,44
56.24,66.0,25.05,423.4,30.0,483.08,45
56.26,66.13,25.05,423.67,29.9,479.7,42
56.26,66.03,25.1,424.9,29.8,478.07,40
56.26,66.19,25.08,423.59,29.6,476.3,38
56.27,66.4,25.05,421.97,29.5,475.5,45
56.31,66.35,25.08,422.93,29.4,475.47,46
56.04,66.44,25.07,422.03,29.3,474.5,40
56.26,66.33,25.13,419.38,29.3,474.68,42
56.29,66.45,25.11,421.4,29.3,473.69,45
56.3,66.51,25.12,421.83,29.2,473.31,37
56.27,66.57,25.12,424.53,29.1,475.07,46
56.29,66.7,25.11,422.8,29.0,474.08,46
56.27,66.86,25.09,418.2,28.9,473.09,36
56.33,66.87,25.11,417.31,28.9,471.92,42
56.32,66.89,25.13,418.73,28.8,472.5,42
56.29,66.92,25.13,419.03,28.8,471.72,39
56.29,66.91,25.16,418.67,28.8,471.89,37
56.01,66.99,25.17,418.21,28.8,471.71,44
56.3,67.04,25.16,415.4,28.8,472.89,45
56.3,67.27,25.12,416.63,28.8,473.06,46
56.31,67.21,25.16,414.37,28.8,471.51,36
56.35,67.28,25.16,414.17,28.8,471.1,36
56.28,67.44,25.13,416.0,28.6,472.09,44
56.31,67.44,25.15,417.47,28.6,471.1,45
56.32,67.5,25.16,414.31,28.6,472.69,36
56.34,67.58,25.16,415.87,28.6,471.51,41
56.31,67.67,25.16,416.2,28.6,472.47,38
55.95,67.64,25.18,418.46,28.6,471.5,42
56.34,67.65,25.2,419.23,28.5,471.33,41
56.3,67.67,25.21,419.07,28.5,458.3,45
56.32,67.69,25.23,420.13,28.5,471.51,39
56.3,67.68,25.24,421.0,28.5,470.7,40
56.29,67.89,25.2,417.07,28.5,470.71,39
56.3,67.88,25.22,418.93,28.5,471.09,41
56.32,68.01,25.2,419.66,28.5,472.85,35
56.29,68.02,25.22,419.87,28.5,472.89,35
56.27,68.09,25.22,416.43,28.5,470.67,43
55.98,68.15,25.23,415.5,28.5,470.7,38
56.26,68.31,25.2,415.2,28.5,470.69,40
56.26,68.29,25.22,418.67,28.4,471.28,39
56.24,68.34,25.22,414.67,28.4,470.9,43
56.19,68.29,25.25,416.17,28.4,470.29,40
56.21,68.44,25.23,421.23,28.4,470.3,40
56.16,68.48,25.24,421.03,28.4,471.28,35
56.22,68.5,25.25,421.27,28.4,470.71,36
56.26,68.63,25.24,420.83,28.4,471.48,41
56.21,68.54,25.28,420.6,28.4,471.28,44
56.17,68.78,25.23,419.5,28.4,469.69,45
55.91,68.62,25.29,418.11,28.4,470.69,39
56.15,68.73,25.27,418.83,28.4,470.89,41
56.15,68.66,25.29,422.27,28.3,470.12,44
56.12,69.06,25.23,419.2,28.3,470.88,45
56.15,69.87,25.21,417.77,28.3,470.49,44
56.33,70.49,25.25,421.3,28.3,471.29,35
56.28,70.89,25.31,421.67,28.3,470.31,35
56.27,71.0,25.29,421.21,28.3,471.47,35
56.24,71.02,25.31,424.53,28.3,471.08,40
56.23,70.99,25.33,425.53,28.1,470.69,35
55.89,70.92,25.35,423.93,28.1,470.08,43
56.29,70.85,25.37,424.63,28.1,469.3,39
56.22,70.83,25.38,424.87,28.1,468.72,44
56.19,70.88,25.36,424.77,28.0,469.67,43
56.15,70.81,25.38,422.73,28.0,468.9,40
56.26,70.93,25.35,422.37,27.9,469.08,37
56.22,70.6,25.42,421.27,27.9,468.49,40
56.18,70.61,25.35,420.21,27.9,469.69,44
56.18,70.55,25.32,419.8,27.9,468.51,42
56.21,70.36,25.34,421.77,27.8,468.69,36
56.1,70.17,25.35,423.21,27.8,467.9,42
56.17,70.18,25.31,423.7,27.8,468.88,45
56.04,70.01,25.32,424.03,27.7,467.5,43
55.9,69.88,25.32,427.63,27.6,468.89,40
55.88,69.75,25.32,430.2,27.7,467.29,43
55.89,69.68,25.29,428.37,27.7,467.9,45
55.96,69.41,25.31,426.0,27.7,466.92,45
55.94,69.15,25.31,427.2,27.7,467.11,38
55.94,69.0,25.29,427.93,27.7,466.71,37
55.87,68.84,25.29,428.57,27.7,467.31,44
55.86,68.47,25.32,427.07,27.6,468.28,35
55.86,68.33,25.32,430.96,27.6,468.29,37
56.2,68.24,25.31,432.23,27.6,467.1,40
56.29,68.0,25.28,430.13,27.5,467.11,44
56.27,67.9,25.27,429.03,27.5,467.69,45
56.29,67.72,25.27,431.73,27.5,467.7,39
56.3,67.47,25.29,432.23,27.4,467.09,36
56.29,67.42,25.27,429.87,27.4,467.88,42
56.25,67.38,25.23,430.03,27.3,466.68,44
56.29,67.13,25.25,428.1,27.4,467.49,45
56.24,67.16,25.22,429.6,27.4,466.49,36
56.25,66.72,25.28,430.46,27.5,466.69,39
56.34,66.49,25.29,430.27,27.4,466.29,44
56.32,66.47,25.27,432.17,27.4,467.29,35
56.33,66.33,25.26,428.97,27.4,466.1,40
56.29,66.31,25.2,426.83,27.3,466.49,39
56.33,66.37,25.18,427.57,27.4,465.69,37
56.3,66.12,25.2,427.13,27.4,466.49,35
56.31,65.87,25.22,427.0,27.3,465.89,45
56.35,65.86,25.2,426.79,27.3,466.29,41
56.32,65.53,25.22,427.73,27.3,465.5,38
56.18,65.37,25.24,429.96,27.3,466.89,36
56.4,65.33,25.21,424.87,27.3,465.1,45
56.36,65.06,25.26,420.79,27.3,465.11,39
56.37,64.82,25.25,420.07,27.1,465.89,37
56.32,64.74,25.24,420.77,27.2,465.69,43
56.34,64.48,25.27,421.57,27.1,465.1,41
56.29,64.45,25.25,421.8,27.1,466.49,43
56.32,64.25,25.22,422.67,27.1,462.9,27
56.27,64.15,25.22,423.34,27.1,465.3,34
56.36,64.1,25.24,422.7,27.1,465.69,30
56.2,64.16,25.2,420.72,27.0,465.3,26
56.6,63.78,25.26,419.14,27.0,465.3,30
56.31,63.56,25.25,418.83,27.0,465.89,35
56.29,63.39,25.25,418.93,27.0,464.3,34
56.35,63.34,25.24,421.1,27.0,464.7,34
56.36,63.13,25.21,417.3,27.0,464.7,34
56.37,62.93,25.23,416.0,26.9,463.9,35
56.34,63.04,25.22,415.13,27.0,466.28,27
56.4,62.66,25.22,411.66,26.9,464.7,35
56.45,62.7,25.2,410.13,26.9,464.5,30
56.4,62.46,25.25,413.73,26.9,465.3,28
56.5,62.35,25.25,412.21,26.9,466.09,26
56.39,62.15,25.27,415.13,26.9,464.1,28
56.39,62.08,25.28,416.03,26.9,464.7,33
56.38,62.0,25.28,416.43,26.8,464.1,34
56.55,62.02,25.24,415.37,26.8,465.29,32
56.5,62.03,25.23,414.27,26.8,464.5,33
56.51,61.78,25.27,413.13,26.8,464.1,32
56.52,61.73,25.25,412.23,26.8,464.5,32
56.54,61.62,25.28,410.31,26.8,464.1,27
56.33,61.52,25.26,409.93,26.6,464.3,27
56.66,61.32,25.3,413.14,26.6,464.7,32
56.62,61.26,25.26,412.8,26.6,463.7,25
56.45,61.09,25.28,416.0,26.6,463.5,25
56.41,61.13,25.28,416.27,26.6,463.1,33
56.35,60.83,25.31,414.23,26.6,462.51,32
56.55,60.62,25.31,410.97,26.6,462.9,30
56.52,60.59,25.29,408.53,26.6,463.9,32
56.46,60.49,25.32,410.33,26.6,464.1,25
56.31,60.34,25.29,410.93,26.6,463.9,28
56.27,60.23,25.32,410.37,26.7,464.3,32
56.14,60.2,25.27,407.93,26.7,463.31,34
56.71,60.22,25.27,409.23,26.7,464.1,32
56.36,60.07,25.29,407.63,26.7,465.09,32
56.34,59.82,25.3,408.13,26.7,463.7,33
56.22,59.73,25.32,407.87,26.7,464.3,31
56.19,59.38,25.34,404.83,26.7,464.9,35
56.23,59.41,25.31,408.47,26.7,463.5,27
56.24,59.29,25.35,409.03,26.7,464.7,25
56.77,59.18,25.32,406.97,26.7,464.1,35
56.89,59.11,25.31,409.0,26.7,464.5,32
57.14,58.94,25.32,410.03,26.7,464.9,25
56.3,58.87,25.34,411.54,26.6,464.3,35
56.2,58.9,25.34,410.63,26.7,463.91,25
56.21,58.96,25.32,408.7,26.7,464.3,26
56.24,58.78,25.34,406.93,26.7,465.29,29
56.17,58.8,25.34,404.43,26.7,464.1,33
56.24,58.81,25.33,404.77,26.7,464.5,34
56.17,58.67,25.34,404.93,26.7,465.29,33
57.03,58.96,25.39,404.37,26.9,465.49,29
63.33,63.69,27.68,463.4,27.1,465.69,31
57.58,61.4,26.14,489.33,27.2,466.69,31
56.5,63.44,25.53,473.03,27.6,468.09,26
55.53,63.73,25.45,488.1,27.7,467.89,25
54.91,63.67,25.42,500.37,28.0,470.09,26
55.33,63.9,25.33,505.87,28.2,473.27,26
55.21,64.28,25.26,500.63,28.7,474.69,27
54.4,64.37,25.27,505.07,28.9,476.69,27
54.25,64.4,25.27,512.83,29.2,478.69,35
53.16,64.38,25.25,513.3,29.5,480.89,30
53.41,66.65,25.36,507.73,29.7,485.29,45
53.52,66.66,25.33,506.53,30.5,485.29,37
54.99,66.28,25.25,500.32,30.9,490.28,42
55.15,66.08,25.23,494.53,31.5,493.68,42
55.52,65.9,25.22,493.2,31.0,493.28,45
55.51,65.6,25.19,491.43,31.1,492.48,44
55.31,65.33,25.12,491.5,30.5,492.08,39
55.83,65.11,25.07,489.06,30.9,491.1,35
55.09,65.1,25.1,492.07,31.2,493.88,38
57.97,65.62,25.04,495.0,31.4,496.28,36
55.84,66.01,25.04,492.9,31.1,496.48,39
56.82,66.15,25.05,491.43,31.2,494.08,36
57.41,65.88,25.05,491.39,31.5,493.68,42
55.11,65.56,25.02,497.2,31.65,493.88,36
54.29,66.75,25.07,495.47,31.5,495.08,45
55.12,70.04,25.19,494.23,31.4,492.68,36
54.44,68.54,25.05,505.73,31.3,492.88,45
55.26,68.44,25.01,513.2,31.5,492.68,41
55.08,68.06,24.97,511.86,31.5,495.38,36
54.77,67.45,24.97,518.97,31.3,493.06,42
54.02,67.18,24.9,516.2,31.5,492.68,44
54.45,68.23,24.93,506.53,32.2,492.48,47
56.07,70.93,24.98,497.07,31.9,495.88,37
58.39,69.34,24.8,492.21,31.7,494.88,47
58.39,69.34,24.8,492.21,31.7,494.88,37
58.39,69.34,24.8,492.21,31.7,494.88,42
58.39,69.34,24.8,492.21,31.7,494.88,39
58.39,69.34,24.8,492.21,31.7,494.88,46
58.39,69.34,24.8,492.21,31.7,494.88,41
54.06,72.03,24.8,488.07,32.3,493.88,39
53.34,74.4,24.96,486.8,31.8,492.08,51
53.67,73.47,24.88,489.25,32.6,495.24,44
53.67,73.47,24.88,489.25,32.6,495.24,37
55.53,73.45,24.85,498.85,33.1,499.08,42
54.57,74.46,24.98,499.23,33.2,498.28,47
54.58,74.28,24.95,502.3,33.3,500.28,60
57.13,74.4,24.95,507.7,33.0,498.88,54
57.23,74.4,24.92,507.73,33.3,500.08,50
56.58,72.64,24.66,492.41,33.0,495.68,37
55.95,71.54,24.53,472.03,32.6,494.68,39
56.5,70.29,24.43,459.9,33.3,498.08,44
56.04,70.08,24.36,451.1,32.8,496.68,46
55.9,69.58,24.3,447.6,32.85,496.28,48
58.19,69.1,24.24,448.93,33.2,496.88,40
56.5,69.62,24.22,442.9,32.9,498.88,47
56.03,69.71,24.19,439.5,32.8,496.28,48
56.03,69.71,24.19,439.5,32.8,496.28,40
56.03,69.71,24.19,439.5,32.8,496.28,46
56.03,69.71,24.19,439.5,32.8,496.28,45
56.03,69.71,24.19,439.5,32.8,496.28,46
56.03,69.71,24.19,439.5,32.8,496.28,38
56.03,69.71,24.19,439.5,32.8,496.28,41
56.03,69.71,24.19,439.5,32.8,496.28,39
54.95,70.43,23.97,438.27,33.8,495.88,51
54.95,70.43,23.97,438.27,33.8,495.88,49
54.95,70.43,23.97,438.27,33.8,495.88,50
54.95,70.43,23.97,438.27,33.8,495.88,44
54.94,78.11,24.58,435.12,34.15,494.88,58
55.04,76.84,24.73,435.53,34.75,497.48,60
55.07,75.66,24.81,436.66,33.9,497.28,56
55.25,75.26,24.86,435.71,34.3,495.68,65
55.25,75.26,24.86,435.71,34.3,495.68,55
55.25,75.26,24.86,435.71,34.3,495.68,58
54.33,74.27,25.27,431.96,34.9,497.88,58
53.61,74.51,25.44,429.07,34.4,497.91,58
53.61,74.51,25.44,429.07,34.4,497.91,53
53.61,74.51,25.44,429.07,34.4,497.91,55
53.61,74.51,25.44,429.07,34.4,497.91,61
53.61,74.51,25.44,429.07,34.4,497.91,55
53.61,74.51,25.44,429.07,34.4,497.91,54
53.61,74.51,25.44,429.07,34.4,497.91,56
53.61,74.51,25.44,429.07,34.4,497.91,55
53.61,74.51,25.44,429.07,34.4,497.91,59
54.16,80.49,25.94,433.96,34.8,505.48,57
54.16,80.49,25.94,433.96,34.8,505.48,50
54.16,80.49,25.94,433.96,34.8,505.48,50
54.16,80.49,25.94,433.96,34.8,505.48,65
54.16,80.49,25.94,433.96,34.8,505.48,54
54.16,80.49,25.94,433.96,34.8,505.48,64
54.16,80.49,25.94,433.96,34.8,505.48,50
54.16,80.49,25.94,433.96,34.8,505.48,51
54.16,80.49,25.94,433.96,34.8,505.48,64
54.16,80.49,25.94,433.96,34.8,505.48,65
54.16,80.49,25.94,433.96,34.8,505.48,64
54.16,80.49,25.94,433.96,34.8,505.48,57
54.16,80.49,25.94,433.96,34.8,505.48,63
54.16,80.49,25.94,433.96,34.8,505.48,64
54.16,80.49,25.94,433.96,34.8,505.48,55
54.16,80.49,25.94,433.96,34.8,505.48,59
54.16,80.49,25.94,433.96,34.8,505.48,65
54.16,80.49,25.94,433.96,34.8,505.48,64
54.16,80.49,25.94,433.96,34.8,505.48,62
49.3,82.29,26.17,437.0,32.1,492.89,54
55.14,82.18,26.17,436.56,30.9,488.09,60
55.14,82.18,26.17,436.56,30.9,488.09,51
55.14,82.18,26.17,436.56,30.9,488.09,49
55.14,82.18,26.17,436.56,30.9,488.09,52
55.14,82.18,26.17,436.56,30.9,488.09,49
55.14,82.18,26.17,436.56,30.9,488.09,49
55.14,82.18,26.17,436.56,30.9,488.09,54
55.14,82.18,26.17,436.56,30.9,488.09,57
55.14,82.18,26.17,436.56,30.9,488.09,48
51.8,82.68,26.23,441.25,30.6,489.29,60
53.56,82.4,26.26,439.07,31.0,489.09,63
52.6,82.62,26.31,441.0,30.8,490.28,61
52.6,82.62,26.31,441.0,30.8,490.28,50
52.6,82.62,26.31,441.0,30.8,490.28,60
52.2,82.68,26.25,440.6,31.0,489.48,54
52.8,82.85,26.25,438.47,30.9,489.68,65
51.93,82.89,26.23,437.59,30.8,489.48,52
51.81,82.86,26.25,434.63,30.7,487.69,61
52.29,82.79,26.25,435.67,30.4,485.69,66
52.62,82.84,26.28,438.87,30.1,482.49,65
52.14,82.96,26.28,437.82,30.0,481.19,63
52.4,83.01,26.27,437.87,30.1,480.69,58
52.32,82.72,26.28,437.97,30.2,480.49,54
52.16,82.83,26.29,437.87,30.0,480.3,59
52.33,83.11,26.26,440.77,29.8,479.89,61
51.96,82.84,26.28,438.5,29.6,478.88,60
52.32,83.03,26.29,436.66,29.6,478.49,51
52.16,83.14,26.27,437.23,29.5,477.89,51
52.05,82.92,26.28,435.87,29.4,477.89,54
52.02,82.59,26.32,437.2,29.4,476.89,53
52.04,83.02,26.28,438.0,29.5,477.09,60
52.23,83.08,26.29,438.23,29.5,477.09,49
52.31,82.95,26.31,439.67,29.4,476.69,54
52.12,82.93,26.31,439.4,29.3,475.69,64
52.2,83.13,26.3,443.13,29.3,475.79,50
51.86,82.76,26.33,442.63,29.3,475.89,56
52.44,82.88,26.32,443.6,29.3,475.29,57
52.13,83.19,26.3,445.0,29.3,474.89,55
51.65,83.13,26.31,443.87,29.3,474.69,63
51.79,82.86,26.32,439.6,29.3,474.49,50
51.95,82.87,26.33,441.64,29.3,474.89,62
51.95,82.87,26.33,441.64,29.3,474.89,60
51.95,82.87,26.33,441.64,29.3,474.89,49
51.95,82.87,26.33,441.64,29.3,474.89,63
51.95,82.87,26.33,441.64,29.3,474.89,51
51.95,82.87,26.33,441.64,29.3,474.89,55
51.3,83.05,26.36,440.0,29.15,474.09,53
51.3,83.05,26.36,440.0,29.15,474.09,57
51.3,83.05,26.36,440.0,29.15,474.09,51
51.3,83.05,26.36,440.0,29.15,474.09,48
51.67,83.27,26.37,440.55,29.1,473.69,50
52.72,83.32,26.37,439.67,29.1,474.69,52
52.61,83.14,26.37,441.9,29.1,474.69,55
52.93,83.46,26.35,444.87,29.2,475.09,51
51.96,83.31,26.37,443.37,29.2,473.29,61
52.2,83.42,26.35,445.03,29.1,475.29,55
51.87,83.5,26.34,444.33,29.1,474.89,68
53.04,83.68,26.35,445.66,29.1,473.89,66
52.56,83.35,26.36,445.13,29.1,473.29,50
52.47,83.41,26.37,442.9,29.0,474.69,56
53.0,83.2,26.4,444.57,29.0,474.09,54
55.63,83.51,26.37,446.9,29.1,474.29,80
55.63,83.51,26.37,446.9,29.1,474.29,76
52.71,83.85,26.38,443.33,29.1,473.89,62
52.37,83.69,26.4,441.67,29.1,473.69,65
52.37,83.69,26.4,441.67,29.1,473.69,61
52.37,83.69,26.4,441.67,29.1,473.69,77
52.37,83.69,26.4,441.67,29.1,473.69,60
52.37,83.69,26.4,441.67,29.1,473.69,67
52.37,83.69,26.4,441.67,29.1,473.69,77
52.57,84.34,26.38,443.0,29.1,473.49,69
52.57,84.34,26.38,443.0,29.1,473.49,72
52.57,84.34,26.38,443.0,29.1,473.49,72
52.57,84.34,26.38,443.0,29.1,473.49,73
52.57,84.34,26.38,443.0,29.1,473.49,75
52.57,84.34,26.38,443.0,29.1,473.49,74
52.57,84.34,26.38,443.0,29.1,473.49,65
52.57,84.34,26.38,443.0,29.1,473.49,73
52.57,84.34,26.38,443.0,29.1,473.49,68
52.57,84.34,26.38,443.0,29.1,473.49,62
54.25,84.33,26.43,446.27,28.8,472.69,71
55.06,84.43,26.41,444.21,28.6,473.29,69
54.84,84.24,26.44,442.7,28.5,471.29,65
54.76,84.52,26.4,441.73,28.6,471.5,64
55.14,84.54,26.39,439.63,28.5,472.49,78
55.66,84.47,26.41,442.03,28.3,471.89,68
