Atmospheric Pressure,optimal_relative_humidity [%],air_temperature [Celsius],indoor_co2 [ppm],dry_bulb_temp [Celsius],outdoor_co2 [ppm],occupant_count [number]
52.4,78.87,26.88,431.53,28.6,475.89,59
52.46,78.81,26.89,430.27,28.5,475.11,48
52.04,78.77,26.9,428.13,28.3,474.3,58
52.06,78.81,26.89,427.79,28.3,474.89,61
51.99,78.79,26.9,425.67,28.5,474.09,61
52.02,78.8,26.89,423.37,28.3,474.9,49
52.4,78.71,26.91,424.13,28.5,475.47,51
52.28,78.72,26.91,427.36,28.9,475.29,59
52.28,78.62,26.94,427.0,28.9,476.67,53
52.11,78.68,26.96,425.4,29.2,476.68,60
52.05,78.87,26.98,427.27,29.4,480.25,62
52.01,78.96,26.99,427.73,29.4,479.87,58
52.3,79.33,26.96,428.53,29.3,480.84,51
52.09,79.58,26.97,430.93,29.4,477.73,80
52.1,79.82,26.97,428.97,29.3,479.38,80
52.21,80.07,26.98,427.93,29.3,480.1,79
52.22,80.23,26.97,428.43,29.5,481.68,78
52.71,80.44,26.98,430.61,29.45,480.11,78
52.38,80.76,26.95,429.07,29.5,480.3,81
52.27,80.75,26.99,426.8,29.5,481.66,67
52.22,80.59,26.98,427.4,29.4,478.51,78
52.26,80.6,26.97,428.6,29.3,479.88,81
52.27,80.77,26.97,430.43,29.3,480.06,79
52.27,80.84,26.96,430.83,29.5,481.08,68
52.0,81.02,26.94,433.0,29.4,480.48,62
52.03,81.15,26.92,437.6,29.3,479.91,48
51.95,81.1,26.93,436.57,29.2,479.28,49
51.86,81.19,26.9,436.5,28.9,476.7,54
52.06,81.13,26.91,437.8,29.4,480.67,48
52.03,81.04,26.92,439.03,29.8,484.09,59
52.38,81.08,26.91,439.37,30.2,485.69,54
52.14,80.95,26.93,441.23,30.3,488.89,52
51.95,80.93,26.92,441.57,29.8,485.73,55
51.99,80.94,26.9,441.23,29.9,484.71,60
52.18,80.97,26.9,443.1,30.0,485.29,51
52.06,80.86,26.92,439.31,29.8,483.69,51
52.05,80.85,26.9,439.7,29.8,481.3,58
51.81,80.88,26.89,439.33,29.6,482.11,71
51.71,80.88,26.9,437.93,29.5,481.66,67
52.03,80.95,26.88,441.9,29.7,481.52,76
51.9,80.85,26.9,445.43,29.8,481.37,69
51.86,80.79,26.9,440.1,29.55,482.79,67
51.94,80.83,26.89,440.2,29.3,483.47,63
51.97,80.78,26.89,438.13,28.7,484.09,68
51.92,80.88,26.88,437.6,28.7,485.87,77
51.93,80.82,26.88,436.86,29.7,486.48,63
51.81,80.82,26.88,439.2,30.0,491.03,66
51.79,80.65,26.92,439.03,29.8,487.88,56
51.84,80.64,26.91,438.57,29.5,488.3,57
52.04,80.74,26.9,437.17,29.3,487.72,54
51.86,80.79,26.89,439.9,29.1,486.28,58
51.84,80.78,26.9,438.8,29.2,487.05,49
51.84,80.71,26.93,435.53,29.0,484.68,55
51.85,80.84,26.89,436.7,29.3,485.06,50
51.77,80.91,26.88,437.6,29.3,483.49,59
51.88,80.82,26.89,440.31,29.0,481.48,54
51.76,80.71,26.92,442.1,28.8,478.9,53
51.8,80.61,26.94,440.43,29.2,479.7,51
51.88,80.76,26.91,440.86,29.3,480.68,53
51.93,80.71,26.92,438.23,29.6,481.12,45
51.95,80.72,26.91,440.17,29.5,483.09,60
51.96,80.65,26.93,441.27,29.3,480.89,45
51.88,80.63,26.93,441.97,29.1,480.09,56
51.86,80.8,26.89,439.93,28.9,478.69,59
51.88,80.72,26.9,438.5,28.8,477.67,60
51.87,80.69,26.9,436.07,28.4,469.55,49
51.75,80.63,26.91,437.79,26.8,470.08,59
51.75,80.6,26.93,435.8,26.1,463.51,47
51.84,80.7,26.9,435.76,26.1,463.7,60
51.61,80.6,26.92,434.76,26.3,464.7,60
51.81,80.58,26.92,437.7,26.6,466.08,50
51.75,80.57,26.93,438.0,26.6,467.27,54
51.85,80.52,26.96,439.39,26.8,466.89,57
51.74,80.64,26.92,403.17,26.9,468.09,60
51.64,80.61,26.93,426.55,26.9,467.89,52
51.74,80.82,26.89,435.93,27.0,468.89,52
51.8,80.71,26.91,434.2,27.2,468.89,55
51.77,80.67,26.91,433.67,27.2,469.49,48
51.81,80.69,26.9,437.59,27.2,469.48,57
51.89,80.69,26.91,438.13,27.2,469.68,59
51.81,80.72,26.9,437.03,27.2,468.91,50
51.83,80.61,26.93,437.3,27.2,468.52,59
51.79,80.66,26.92,438.03,27.1,468.12,53
51.83,80.67,26.92,434.13,27.2,467.7,56
51.59,80.77,26.9,429.61,27.1,468.7,52
52.05,80.66,26.93,430.2,27.1,469.48,53
51.94,80.6,26.94,433.43,27.1,469.07,51
51.83,80.69,26.91,436.37,27.2,469.29,51
52.02,80.72,26.91,435.57,27.2,469.5,52
51.85,80.68,26.92,436.38,27.2,468.91,51
51.86,80.6,26.94,437.27,27.2,470.88,55
51.81,80.69,26.92,435.37,27.2,470.67,53
51.86,80.64,26.93,433.73,27.4,470.09,58
51.79,80.73,26.91,431.87,27.3,470.48,60
51.6,80.62,26.93,431.29,27.4,466.92,53
52.16,80.63,26.93,433.73,27.4,471.28,45
51.87,80.47,26.97,431.6,27.45,470.3,60
51.9,80.66,26.93,430.5,27.4,469.9,48
51.85,80.76,26.91,430.43,27.4,470.51,48
51.77,80.74,26.91,428.38,27.4,471.07,48
51.79,80.69,26.93,430.63,27.35,470.9,52
51.85,80.62,26.94,431.9,27.3,470.49,49
51.85,80.69,26.91,431.47,27.3,470.29,45
51.8,80.58,26.94,428.7,27.3,470.09,45
51.74,80.63,26.93,430.68,27.0,464.51,55
52.16,80.55,26.95,429.63,26.8,463.3,58
52.0,80.66,26.93,429.73,26.53,462.5,46
51.85,80.66,26.93,428.77,26.4,462.1,57
51.98,80.73,26.92,429.37,26.3,462.7,60
51.99,80.76,26.9,429.31,26.06,463.67,57
51.91,80.71,26.92,429.33,25.9,461.9,56
51.83,80.46,26.98,429.7,25.8,461.89,59
51.8,80.3,27.03,427.33,25.6,461.32,57
51.93,80.48,27.0,428.43,25.6,461.11,47
52.41,80.55,26.98,429.6,25.7,460.9,50
52.3,80.69,26.95,432.0,25.5,460.6,56
51.88,80.77,26.94,431.77,25.4,459.1,57
51.91,80.71,26.96,431.8,25.4,460.67,54
51.82,80.75,26.96,429.93,25.3,460.08,51
51.94,80.77,26.95,430.5,25.2,458.7,53
51.91,80.76,26.95,431.38,25.2,457.71,50
51.98,80.83,26.94,430.8,25.2,458.48,57
52.0,80.83,26.94,428.7,25.2,458.5,47
51.98,80.71,26.97,428.33,25.2,458.89,60
52.01,80.72,26.98,426.53,25.2,458.69,56
52.46,80.74,26.96,429.11,25.2,458.9,48
52.64,80.71,26.97,428.37,25.2,458.91,59
52.13,80.67,26.99,427.6,25.1,459.11,51
52.29,80.68,26.98,430.77,25.1,458.88,48
52.2,80.84,26.95,430.77,25.1,458.52,51
52.3,80.83,26.96,430.93,25.1,457.7,52
52.53,80.8,26.96,430.27,25.2,458.31,45
52.48,80.63,27.0,428.4,25.2,457.92,46
52.22,80.68,26.99,427.03,25.3,457.9,46
52.2,80.64,27.0,430.33,25.3,457.67,58
52.06,80.61,27.01,430.29,25.4,459.09,46
52.94,80.58,27.01,429.43,25.5,458.71,48
52.63,80.74,26.98,431.7,25.5,458.89,50
53.32,80.72,26.99,432.13,25.6,459.69,60
53.4,80.76,26.98,432.97,25.6,459.3,58
53.75,80.56,27.04,432.47,25.7,460.7,49
53.97,80.62,27.03,430.03,25.7,460.31,55
53.88,80.71,27.01,431.63,25.7,461.88,45
53.87,61.84,25.26,419.97,26.0,464.52,34
53.13,58.92,25.18,418.97,26.0,466.09,31
53.68,56.86,25.07,417.8,26.0,465.29,33
53.83,55.49,24.92,416.5,26.0,465.29,29
54.88,54.34,24.81,417.41,26.0,465.5,26
54.2,53.82,24.64,415.63,26.0,463.91,27
53.62,53.29,24.58,416.27,26.0,465.49,24
53.61,53.04,24.46,416.0,26.0,465.68,26
54.5,52.66,24.45,414.13,25.9,465.69,16
56.43,52.26,24.73,421.73,25.9,465.29,16
61.32,52.3,24.96,440.13,25.9,465.7,23
57.78,53.22,24.77,457.23,25.9,464.91,26
55.1,53.52,24.71,465.73,25.8,464.91,15
57.19,53.62,24.74,472.63,25.8,465.69,28
61.56,53.42,24.81,473.15,25.8,465.29,17
57.36,53.14,24.91,472.17,25.8,464.9,25
56.18,53.47,24.92,479.9,25.8,464.51,26
55.08,52.73,25.12,487.7,25.8,463.73,20
54.68,52.5,25.13,486.57,25.8,465.1,28
53.3,52.95,24.9,479.23,25.8,464.5,24
54.19,52.86,24.92,474.53,25.8,464.11,17
52.91,52.89,24.86,468.97,25.8,465.06,19
52.94,52.42,24.96,461.43,25.8,464.88,16
53.04,52.78,24.87,461.37,25.6,465.28,15
54.22,53.43,24.7,459.54,25.6,465.08,28
52.27,53.94,24.51,474.59,25.6,465.09,20
55.32,54.24,24.36,480.8,25.6,463.14,25
56.5,54.25,24.27,475.3,25.7,464.11,19
54.12,54.2,24.23,476.7,25.7,464.9,28
54.27,53.72,24.31,479.63,25.6,464.69,18
53.53,53.33,24.35,476.63,25.6,463.71,15
53.05,53.95,24.23,480.43,25.6,464.86,29
54.03,53.78,24.13,476.7,25.6,466.46,22
53.23,53.77,24.1,474.3,25.6,464.08,30
54.4,53.66,24.11,475.68,25.6,463.12,20
53.5,53.63,24.0,481.86,25.6,464.09,17
55.17,53.01,23.93,481.47,25.6,465.09,15
54.95,52.17,24.17,483.3,25.6,464.68,26
54.49,52.36,24.48,533.83,25.6,464.1,19
52.69,52.64,24.52,593.33,25.6,464.3,26
53.23,52.35,24.59,626.97,25.5,464.3,23
54.47,51.94,24.71,650.03,25.6,464.3,22
53.15,51.74,24.7,668.2,25.6,464.3,26
52.86,51.99,24.77,688.1,25.6,463.91,27
52.34,52.7,24.87,698.97,25.6,463.69,27
53.87,52.08,24.87,695.79,25.5,464.1,22
52.99,51.45,24.87,699.38,25.5,463.88,21
52.83,51.38,24.78,710.2,25.5,464.49,22
53.69,50.91,24.73,694.9,25.5,462.53,21
53.94,50.34,24.66,649.07,25.5,464.11,28
54.21,50.17,24.54,598.23,25.5,463.1,29
54.1,50.57,24.42,556.8,25.5,464.29,25
52.46,50.61,24.33,520.37,25.6,463.51,21
51.92,50.84,24.2,478.57,25.5,465.47,20
54.27,51.67,24.29,470.13,25.5,463.7,26
55.8,52.09,24.28,490.46,25.5,464.88,17
56.05,52.19,24.25,509.0,25.5,463.26,24
52.78,52.16,24.14,489.47,25.4,463.89,25
53.22,52.23,24.19,467.27,25.4,463.9,19
52.24,52.48,24.15,471.47,25.5,463.1,17
52.13,52.23,24.09,460.6,25.4,463.7,21
53.6,52.19,24.13,464.3,25.4,463.9,26
54.49,51.75,24.58,510.43,25.4,462.7,18
53.57,51.97,24.62,571.7,25.4,463.5,21
52.57,52.98,24.54,619.57,25.4,462.93,28
53.83,54.2,24.66,656.36,25.4,464.28,30
54.64,54.35,24.74,686.62,25.4,463.98,22
53.67,52.61,24.87,686.57,25.4,463.7,25
53.68,51.93,24.8,684.23,25.4,463.3,23
53.15,51.2,24.85,679.8,25.3,463.35,29
53.05,50.53,24.91,674.43,25.3,463.6,26
54.29,50.45,24.8,678.63,25.3,463.1,24
52.72,49.98,24.75,656.37,25.3,463.6,29
54.69,49.81,24.59,625.57,25.4,463.7,22
55.2,49.66,24.39,577.83,25.4,463.1,27
59.46,49.82,24.27,532.25,25.3,463.7,22
55.92,50.35,24.16,509.13,25.3,464.07,21
53.54,50.49,24.09,481.34,25.3,463.32,16
55.15,50.83,23.99,454.53,25.3,463.1,19
55.74,51.12,24.04,440.37,25.3,462.12,18
55.12,50.99,24.22,450.07,25.4,462.66,19
54.96,51.14,24.2,460.92,25.4,462.54,21
54.96,51.14,24.2,460.92,25.4,462.91,20
54.96,51.14,24.2,460.92,25.3,462.31,26
54.96,51.14,24.2,460.92,25.4,463.5,24
55.04,71.22,24.2,467.2,25.3,462.71,39
55.04,71.22,24.2,467.2,25.3,463.5,40
55.04,71.22,24.2,467.2,25.3,462.9,39
55.04,71.22,24.2,467.2,25.3,463.3,44
55.04,71.22,24.2,467.2,25.4,463.7,43
55.04,71.22,24.2,467.2,25.4,464.68,38
55.04,71.22,24.2,467.2,25.5,464.1,36
55.04,71.22,24.2,467.2,25.5,464.49,35
65.4,50.06,24.74,696.0,25.6,465.49,15
65.4,50.06,24.74,696.0,25.6,467.26,26
65.4,50.06,24.74,696.0,25.9,467.29,15
65.4,50.06,24.74,696.0,25.9,468.09,26
62.97,49.87,24.72,679.76,26.1,467.89,23
60.92,49.57,24.55,633.17,26.1,470.08,24
60.25,49.16,24.48,581.2,26.2,468.89,30
55.98,49.26,24.46,558.03,26.2,470.3,30
58.23,49.6,24.32,539.03,26.45,471.89,16
55.96,50.43,24.19,518.63,26.5,471.48,20
57.36,51.2,24.17,507.7,26.6,471.49,24
57.42,56.66,24.07,494.72,26.6,468.92,35
57.05,69.44,24.17,471.9,26.7,471.49,46
57.97,77.54,24.52,438.63,26.6,471.7,56
59.51,79.93,24.75,425.36,26.7,471.3,57
63.73,73.85,25.28,422.97,26.7,472.19,43
61.8,72.47,25.78,420.87,26.7,472.09,46
57.66,73.48,25.98,417.73,27.0,473.88,47
58.6,73.24,26.14,417.5,27.0,473.89,45
56.67,73.35,26.23,417.57,27.0,474.29,40
62.66,73.06,26.36,420.27,27.0,473.89,46
57.4,72.63,26.43,418.31,27.0,473.29,44
56.56,72.84,26.45,414.97,27.2,473.91,40
57.85,72.84,26.48,415.1,27.2,474.69,45
57.58,72.82,26.55,412.87,27.2,474.89,43
62.75,72.7,26.62,410.64,27.5,475.3,42
57.02,72.86,26.59,411.17,27.7,476.69,41
56.78,72.29,26.62,412.1,27.9,477.12,44
55.94,72.91,26.64,418.1,28.0,478.08,42
57.59,73.59,26.66,417.67,28.2,480.09,47
56.78,73.96,26.69,420.33,28.2,480.5,53
56.74,74.63,26.65,423.55,28.4,482.49,49
56.35,74.27,26.67,427.1,28.4,481.69,50
56.69,74.64,26.67,429.07,28.5,482.69,58
56.26,74.97,26.7,430.53,28.67,483.26,62
57.86,74.82,26.73,431.61,28.95,482.31,63
56.14,75.41,26.74,434.97,29.13,486.37,56
56.49,75.96,26.73,435.67,29.2,487.49,56
57.32,76.47,26.69,435.93,29.3,487.29,59
56.27,76.78,26.71,436.87,29.7,488.11,59
56.26,76.75,26.69,435.2,30.2,494.48,72
57.82,76.57,26.77,438.4,30.9,494.48,64
56.43,76.82,26.79,438.48,31.7,500.83,72
55.7,77.55,26.76,436.8,30.8,500.48,70
55.8,77.7,26.77,436.57,31.4,498.28,67
56.32,77.9,26.76,426.14,31.3,499.98,73
57.56,78.26,26.78,417.33,31.7,501.66,67
55.38,77.84,26.78,426.3,31.8,499.28,79
55.85,78.11,26.8,425.83,31.3,499.48,71
56.12,78.51,26.83,425.1,31.7,500.68,77
54.53,78.54,26.88,425.63,31.5,497.68,74
54.62,78.45,26.89,426.67,31.5,496.1,60
56.26,78.5,26.89,427.14,31.4,497.88,58
56.51,78.92,26.87,428.37,31.1,496.87,50
55.15,78.5,26.91,427.77,30.5,494.48,58
54.59,78.93,26.89,426.14,30.7,491.68,57
53.68,78.55,26.88,425.66,31.9,496.48,59
55.13,78.71,26.89,424.4,31.8,495.68,52
55.11,78.47,26.94,422.5,31.3,496.45,52
53.79,78.58,26.94,421.57,30.7,493.08,48
54.6,78.88,26.92,424.2,30.9,493.08,52
54.87,79.14,26.92,425.2,31.2,492.08,50
55.33,79.58,26.9,420.66,31.7,494.48,59
55.14,79.74,26.9,422.33,32.1,497.09,46
54.77,79.38,26.94,422.8,30.7,493.69,62
54.49,79.35,26.93,422.77,30.9,493.48,72
53.16,79.82,26.92,423.11,31.0,492.28,71
54.13,79.41,26.95,425.13,30.9,491.88,65
54.56,79.71,26.94,426.1,30.9,494.48,76
54.64,80.01,26.94,428.97,32.0,495.48,66
53.64,79.65,26.99,430.1,32.0,497.48,70
52.83,80.18,26.95,428.7,31.4,496.08,66
54.11,80.07,26.96,427.93,31.5,494.68,70
54.15,80.07,26.98,430.03,31.5,494.68,74
53.52,80.13,26.98,432.8,31.4,494.08,69
54.51,80.21,26.96,430.1,31.2,492.06,65
54.1,80.27,26.95,432.29,30.8,488.71,47
55.32,80.02,26.92,433.1,31.0,489.28,59
53.92,79.92,27.01,432.37,31.0,488.78,60
53.74,80.19,26.98,432.9,31.0,488.49,52
54.23,80.24,27.01,434.33,31.2,490.28,54
54.34,80.34,26.93,435.7,31.4,493.48,54
53.46,80.31,26.98,436.17,31.4,494.09,60
53.26,80.24,26.93,436.0,31.4,493.88,51
53.5,80.42,26.96,434.17,31.2,491.08,60
53.93,80.69,26.92,431.87,31.4,492.28,51
52.52,80.55,26.97,433.64,31.3,492.28,60
53.99,80.37,26.96,435.23,31.2,490.48,55
53.23,80.42,26.94,437.37,31.0,491.08,69
53.61,80.49,26.89,439.9,31.2,491.0,80
52.83,80.34,26.9,440.07,31.15,492.45,77
54.64,80.46,26.89,434.3,31.37,490.94,70
53.09,80.62,26.91,434.1,31.15,492.23,81
52.93,80.73,26.87,433.07,31.2,489.09,66
52.77,81.12,26.88,430.79,31.4,491.62,80
53.22,80.87,26.86,433.47,31.3,489.48,76
52.57,80.91,26.91,436.67,31.4,492.68,73
52.94,80.84,26.93,434.82,31.2,491.08,67
52.37,80.6,26.93,435.37,31.6,491.28,74
52.76,80.66,26.89,434.13,31.6,491.29,65
52.41,80.28,26.87,435.93,31.7,494.08,53
52.86,80.18,26.86,436.4,31.6,492.18,57
53.09,80.22,26.87,436.93,31.6,492.08,63
52.15,80.45,26.87,436.33,31.4,490.28,55
52.43,80.47,26.87,435.31,31.7,493.88,56
52.43,80.38,26.89,436.93,32.0,492.48,60
52.26,80.64,26.85,434.73,31.8,494.68,54
52.13,80.65,26.86,436.29,31.8,494.28,49
52.8,80.66,26.86,437.83,31.9,493.68,49
52.17,80.67,26.87,438.17,32.0,495.68,60
52.22,80.6,26.86,438.4,32.2,492.32,49
52.48,80.75,26.86,438.8,32.1,491.88,56
52.03,81.05,26.84,436.57,31.8,489.29,54
52.1,80.82,26.9,437.07,31.6,487.89,48
51.9,81.1,26.91,437.24,31.4,488.49,47
51.98,80.93,26.87,439.4,31.5,488.89,48
52.29,80.95,26.87,439.5,31.7,486.69,55
51.93,81.15,26.88,438.21,31.7,488.49,48
51.94,81.1,26.88,437.4,31.9,487.29,49
51.96,81.22,26.87,437.6,31.8,489.28,53
51.94,81.28,26.85,436.07,31.8,488.29,53
51.94,81.18,26.87,436.57,31.4,486.69,50
51.94,81.23,26.86,442.87,31.4,482.69,48
51.82,81.47,26.86,441.7,30.4,485.47,60
51.87,81.21,26.89,440.83,30.1,483.69,45
51.98,81.4,26.85,438.03,30.0,482.29,53
52.05,81.31,26.89,437.03,30.1,472.49,48
52.27,81.38,26.87,437.4,30.1,481.49,56
51.56,81.34,26.88,436.75,29.8,482.69,50
51.82,81.28,26.9,435.6,29.6,479.89,55
52.26,81.39,26.85,436.6,29.4,479.29,45
52.01,81.39,26.91,435.7,29.3,480.09,56
51.78,81.35,26.89,435.73,29.3,477.49,47
51.75,81.39,26.88,434.13,29.3,477.5,54
52.21,81.57,26.84,437.17,29.1,477.09,50
52.18,81.51,26.83,438.9,28.9,477.26,52
51.89,81.63,26.83,439.43,28.8,474.49,55
51.85,81.78,26.84,439.67,28.8,478.09,55
51.7,81.75,26.82,441.07,28.8,474.89,51
51.91,81.84,26.82,441.23,28.8,475.69,50
51.79,81.8,26.84,441.37,28.8,476.39,52
51.82,81.88,26.83,441.3,28.8,475.29,45
51.79,82.28,26.8,443.67,28.6,474.29,50
52.64,82.01,26.84,445.07,28.5,474.49,59
51.73,82.23,26.84,441.83,28.5,473.09,59
52.67,82.22,26.84,444.97,28.4,474.29,53
52.07,82.29,26.84,446.69,28.4,472.49,59
52.09,82.13,26.84,443.1,28.3,473.49,54
51.7,82.23,26.85,443.64,28.3,473.09,57
52.14,82.53,26.81,448.7,28.3,473.49,57
52.29,82.59,26.81,446.97,28.3,474.09,59
52.05,82.3,26.82,446.37,28.3,472.69,52
51.68,82.31,26.82,447.03,28.3,473.89,59
52.15,82.52,26.82,447.33,28.3,475.29,45
52.51,82.38,26.82,446.63,28.3,474.49,55
52.19,82.39,26.85,447.27,28.3,473.69,53
51.87,82.42,26.84,447.1,28.3,473.49,47
52.31,82.48,26.84,447.87,28.3,473.49,51
52.2,82.58,26.81,446.79,28.3,473.49,57
52.66,82.47,26.83,448.38,28.3,473.49,46
52.49,82.39,26.81,448.93,28.3,473.29,45
52.36,82.38,26.82,449.13,28.3,474.09,52
52.64,82.49,26.86,450.7,28.3,473.49,46
52.94,82.38,26.83,450.03,28.1,473.69,47
52.97,82.46,26.85,449.63,27.97,473.09,55
53.09,82.69,26.83,444.6,27.9,472.89,46
52.51,82.5,26.84,443.97,27.87,472.29,49
53.06,82.47,26.82,442.7,27.7,471.29,53
53.07,82.43,26.83,443.0,27.6,471.05,59
53.28,82.4,26.83,444.54,27.52,471.41,58
53.4,82.54,26.83,442.13,27.5,471.49,49
53.1,82.55,26.89,445.8,27.4,470.29,48
53.15,82.58,26.87,445.7,27.4,471.29,55
53.09,82.6,26.82,441.57,27.4,469.89,59
53.94,82.53,26.82,442.73,27.4,469.69,51
53.53,82.47,26.82,444.2,27.3,470.09,54
53.38,82.65,26.82,444.73,27.3,470.49,45
53.99,82.59,26.78,444.52,27.3,468.29,54
53.92,82.91,26.82,442.0,27.2,468.29,51
54.3,82.77,26.83,444.11,27.1,468.89,46
53.93,82.7,26.82,443.23,27.1,469.29,53
54.66,82.91,26.8,440.2,27.1,468.69,59
54.11,83.08,26.78,442.33,27.0,468.69,60
54.98,83.21,26.79,446.17,27.0,468.09,47
55.99,83.0,26.79,446.27,26.9,467.89,59
55.3,83.17,26.78,446.47,26.9,467.69,49
55.69,83.19,26.77,448.2,26.8,468.49,55
57.42,83.04,26.79,451.07,26.8,467.89,51
60.89,83.19,26.8,453.0,26.8,467.89,48
57.86,82.74,26.8,453.29,26.8,467.69,46
60.36,82.72,26.82,451.03,26.8,467.09,59
58.08,82.69,26.84,448.67,26.8,468.69,47
58.33,82.61,26.85,450.03,26.8,467.69,47
57.78,82.65,26.86,447.67,26.8,466.29,57
55.8,82.92,26.89,447.83,26.8,466.89,48
57.07,82.66,26.91,450.67,26.7,468.29,51
56.7,82.68,26.95,450.57,26.7,466.69,49
57.72,82.73,26.96,450.07,26.6,467.49,54
56.69,82.91,27.03,447.62,26.7,466.89,56
57.83,82.54,27.05,448.87,26.7,466.69,50
61.66,82.36,27.06,448.07,26.6,467.69,51
58.05,82.39,27.16,448.1,26.6,466.49,51
57.09,82.12,27.18,447.67,26.6,467.29,46
58.15,82.28,27.1,446.83,26.6,465.49,60
59.19,83.75,26.93,446.57,26.5,467.49,76
60.75,84.5,26.85,449.9,26.5,467.29,64
62.0,84.63,26.97,466.0,26.5,466.49,69
61.69,83.22,27.51,480.7,26.5,466.49,54
59.49,81.09,28.38,500.62,26.4,466.29,47
58.73,78.01,29.46,527.9,26.4,465.89,45
60.41,77.28,29.78,544.54,26.4,466.29,60
61.19,77.11,30.01,557.4,26.4,466.29,46
59.61,77.2,30.14,579.97,26.3,466.29,45
60.61,77.57,30.36,615.3,26.3,466.09,53
59.93,76.1,31.08,645.2,26.3,465.29,56
55.87,78.14,30.57,664.17,26.3,465.69,54
52.83,81.14,29.79,681.53,26.26,465.1,60
54.36,82.0,29.11,649.07,26.15,465.29,52
54.93,83.45,28.55,588.41,26.1,465.21,53
57.19,83.58,28.3,545.0,26.1,465.29,68
57.91,80.79,28.76,517.07,26.1,465.63,47
58.78,78.52,29.15,494.47,26.1,464.9,56
58.23,77.72,29.32,475.5,26.1,464.9,53
59.12,76.48,29.89,472.87,26.1,465.89,46
58.81,74.44,30.47,473.5,26.1,465.69,49
59.33,73.03,30.79,468.17,26.1,464.5,43
57.79,72.59,30.89,466.37,26.1,465.49,40
58.15,71.82,31.01,466.13,26.1,464.3,43
57.61,71.81,30.83,466.6,26.1,465.49,39
58.19,72.15,30.73,468.86,26.1,465.1,38
58.4,70.58,31.02,472.1,26.1,464.7,43
57.6,73.57,29.96,469.71,26.1,464.5,36
56.92,76.51,29.29,497.87,26.0,464.89,48
55.95,77.16,29.06,552.13,26.0,465.1,45
54.08,77.29,28.94,598.7,26.0,464.5,59
55.01,77.37,28.87,624.03,26.0,464.9,58
54.36,77.43,28.84,643.0,26.0,465.29,50
53.25,77.14,28.81,653.03,25.9,465.49,58
53.61,77.15,28.8,662.53,25.9,464.1,54
53.49,77.23,28.78,671.14,25.9,465.29,49
53.62,77.31,28.81,676.6,25.9,464.9,49
54.72,77.14,28.78,686.18,25.9,465.09,54
53.47,76.51,28.76,678.37,25.9,463.9,53
55.19,76.0,28.73,651.17,25.9,464.5,46
63.09,74.78,29.01,610.07,25.9,464.9,47
59.44,71.86,29.87,575.27,25.9,465.09,37
59.28,69.07,30.73,554.27,26.0,464.5,36
58.74,67.59,31.09,520.57,26.0,464.3,43
58.33,67.45,31.25,492.2,26.0,465.1,44
58.36,67.98,31.43,485.17,26.0,464.1,43
58.11,68.19,31.69,490.48,26.0,464.3,44
58.72,68.56,31.91,515.32,25.9,464.7,44
57.87,69.49,31.94,530.9,25.9,464.3,40
56.88,70.89,31.21,526.13,25.9,465.09,39
57.03,71.97,30.55,499.9,25.8,463.7,40
55.54,73.41,30.11,489.43,25.8,464.1,40
55.47,74.6,29.74,515.33,25.8,464.3,53
54.75,75.22,29.57,553.6,25.8,464.9,57
53.33,75.64,29.48,613.63,25.8,463.9,50
53.43,76.32,29.41,647.3,25.8,464.1,57
54.34,76.92,29.38,670.55,25.8,463.5,56
53.26,76.92,29.34,681.24,25.8,463.9,53
52.94,76.97,29.31,688.38,25.8,463.5,47
53.25,76.89,29.3,694.0,25.7,463.9,50
52.91,77.01,29.28,705.07,25.7,464.1,54
52.6,77.01,29.27,703.2,25.7,463.9,60
54.82,77.0,29.28,707.87,25.7,462.9,55
54.4,76.73,29.24,685.07,25.7,463.3,53
55.74,76.39,29.19,661.7,25.6,462.7,57
58.31,75.71,29.21,626.2,25.7,462.9,59
61.54,72.01,30.07,591.21,25.7,464.3,35
59.38,69.42,30.85,565.72,25.6,464.7,36
58.0,68.04,31.18,541.88,25.6,463.5,38
57.21,66.95,31.5,512.85,25.6,462.9,39
57.6,66.46,32.02,507.45,25.6,463.23,42
57.62,66.61,32.28,515.56,25.6,463.5,39
57.99,66.53,32.51,524.07,25.6,463.1,36
58.17,66.83,32.67,531.75,25.5,463.3,40
59.67,67.05,32.68,552.27,25.5,463.3,35
58.01,67.12,32.01,540.43,25.5,462.7,41
56.85,70.82,30.89,552.27,25.5,463.3,38
55.53,72.82,30.44,644.48,25.6,463.3,41
55.21,73.44,30.23,726.0,25.6,464.3,43
56.31,73.87,30.08,767.83,25.7,464.1,44
54.99,74.26,30.01,797.0,25.7,465.99,50
54.61,74.38,29.92,810.3,25.7,467.09,46
54.47,74.42,29.9,829.14,26.0,468.09,51
54.42,74.61,29.85,837.03,26.1,470.09,58
53.87,74.7,29.81,824.73,26.2,468.69,48
53.39,74.71,29.78,821.23,26.2,469.29,57
53.7,74.88,29.75,813.67,26.2,470.49,54
55.74,74.54,29.74,807.0,26.5,472.29,57
53.0,73.75,29.67,747.29,26.7,474.29,35
57.53,73.6,29.61,675.83,26.9,475.89,40
57.3,73.92,29.64,654.53,27.0,476.29,44
55.32,74.14,29.57,646.97,27.2,478.89,60
60.41,74.41,29.52,622.4,27.6,483.29,49
57.67,72.23,29.29,594.43,27.7,483.09,44
54.58,66.95,28.78,562.77,27.8,484.29,35
